VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
7845,4924,Vinay Joshi,31,1,0
7846,4924,Naveen Bagewadi,43,1,0
7847,4925,Manjunath Desai,32,1,0
7848,4926,Shankar Swamy,26,1,0
7849,4927,Mahesh Gowda,26,1,0
7850,4927,Mangala Yadav,42,2,0
7851,4928,Santosh Shetty,28,1,0
7852,4928,Ramesh Shankar,39,1,0
7853,4928,Divya Raju,15,2,1
7854,4929,Manjunath Bagewadi,21,1,0
7855,4930,Rajeshwari Siddi,36,3,0
7856,4930,Bharath Kumari,15,1,0
7857,4931,Nagesh Hiremath,35,1,0
7858,4932,Sagar Bagewadi,43,1,0
7859,4932,Basavaraj Ganiger,35,1,0
7860,4933,Siddaraju Reddy,35,1,0
7861,4933,Vasantha Bangera,44,2,0
7862,4934,Chetan Bangera,43,1,0
7863,4934,Mohan Naik,15,1,0
7864,4934,Kumaraswamy Kumari,33,1,0
7865,4935,Krishna Angadi,31,1,0
7866,4936,Shankar Savanur,27,1,0
7867,4937,Gopal Kambli,37,1,0
7868,4937,Surya Kulkarni,39,1,0
7869,4938,Surya Naikar,38,1,0
7870,4938,Ashok Naik,52,1,0
7871,4938,Chetan Desai,43,1,0
7872,4939,Pavan Naik,39,1,0
7873,4939,Nandish Salian,47,1,0
7874,4939,Nandish Salian,48,1,0
7875,4940,Mohan Bangera,44,1,0
7876,4940,Asha Kumari,57,2,0
7877,4940,Jagadish Murthy,39,1,0
7878,4941,Rekha Devi,15,2,0
7879,4942,Mahesh Devi,27,1,0
7880,4943,Ravi Shetty,15,1,0
7881,4944,Sneha Gupta,36,2,0
7882,4945,Shankar Desai,35,1,0
7883,4946,Girish Kulkarni,41,1,0
7884,4947,Vidya Salian,31,2,0
7885,4948,Sharada Bangera,36,2,0
7886,4949,Shankar Kattimani,15,1,0
7887,4949,Vinay Joshi,15,1,0
7888,4950,Suma Prasad,49,2,0
7889,4951,Savitha Hiremath,18,2,0
7890,4951,Geetha Raju,35,2,0
7891,4952,Vidya Bangera,37,2,0
7892,4953,Mangala Bangera,36,2,0
7893,4954,Indira Gupta,51,2,0
7894,4954,Lakshmi Bagewadi,34,2,0
7895,4954,Girish Lamani,16,1,0
7896,4955,Nagaraj Yadav,15,1,0
7897,4956,Kamala Nayak,39,2,0
7898,4957,Yogesh Joshi,29,1,0
7899,4958,Suresh Naikar,42,1,0
7900,4958,Divya Murthy,46,2,0
7901,4958,Chetan Kattimani,29,1,0
7902,4959,Roopa Raju,41,2,0
7903,4959,Shivakumar Hiremath,22,1,0
7904,4960,Shivakumar Siddi,49,1,0
7905,4961,Indira Bagewadi,46,2,0
7906,4961,Mangala Bai,17,2,1
7907,4962,Yashodha Poojary,34,2,0
7908,4963,Madhu Acharya,40,1,0
7909,4964,Girish Bagewadi,43,1,0
7910,4965,Anil Naikar,21,1,0
7911,4966,Sneha Siddi,20,3,0
7912,4966,Prakash Bai,52,1,0
7913,4967,Chandrashekar Lamani,26,1,0
7914,4967,Divya Kumari,15,2,0
7915,4968,Hanumanthappa Bagewadi,23,1,0
7916,4969,Vinay Murthy,43,1,0
7917,4970,Pushpa Meti,45,2,0
7918,4970,Nandish Hiremath,26,1,0
7919,4970,Surya Angadi,15,1,0
7920,4971,Manoj Meti,27,1,0
7921,4972,Suresh Raju,36,1,0
7922,4972,Roopa Murthy,54,2,0
7923,4973,Nagesh Joshi,38,1,0
7924,4973,Rajesh Kumar,22,1,1
7925,4974,Savitha Prasad,39,2,0
7926,4975,Chetan Gupta,15,1,0
7927,4975,Madhu Acharya,27,1,0
7928,4976,Anitha Meti,34,2,0
7929,4977,Sneha Naik,49,2,0
7930,4978,Mohan Hiremath,39,1,0
7931,4978,Ashok Bai,29,1,0
7932,4979,Madhu Shetty,54,1,0
7933,4979,Kavitha Yadav,22,3,0
7934,4980,Geetha Patil,39,2,0
7935,4980,Nagaraj Naikar,35,1,1
7936,4980,Siddaraju Desai,26,1,0
7937,4981,Ravi Desai,39,1,0
7938,4982,Kumaraswamy Rao,15,1,0
7939,4983,Umesh Yadav,18,1,0
7940,4984,Prakash Bagewadi,34,1,0
7941,4985,Rekha Patil,30,2,0
7942,4986,Renuka Bhat,31,2,0
7943,4986,Umesh Bagewadi,27,1,0
7944,4987,Srinivas Hegde,22,1,0
7945,4987,Gopal Kumar,46,1,0
7946,4988,Jagadish Meti,27,1,0
7947,4989,Swathi Hosamani,45,2,0
7948,4990,Deepak Savanur,56,1,0
7949,4991,Rashmi Kambli,25,2,0
7950,4992,Nagesh Meti,29,1,0
7951,4992,Hanumanthappa Devi,28,1,0
7952,4993,Harish Kumar,24,1,0
7953,4994,Swathi Joshi,15,2,0
7954,4995,Anil Shankar,58,1,0
7955,4995,Surya Salian,35,1,0
7956,4996,Jagadish Shankar,36,1,0
7957,4997,Bharathi Gupta,38,2,0
7958,4997,Kumaraswamy Nayak,44,3,0
7959,4997,Umesh Bai,47,1,0
7960,4998,Deepak Kumar,52,1,0
7961,4998,Shivanand Kulkarni,20,1,0
7962,4999,Yashodha Swamy,38,3,0
7963,4999,Anil Patil,19,1,0
7964,5000,Latha Kambli,28,2,0
7965,5000,Latha Salian,39,2,0
7966,5001,Nandish Bai,49,1,0
7967,5002,Swathi Rao,21,2,0
7968,5002,Siddaraju Bagewadi,23,1,0
7969,5002,Shankar Poojary,15,1,0
7970,5003,Rekha Raju,39,2,0
7971,5004,Yogesh Rao,47,1,0
7972,5004,Madhu Desai,21,1,0
7973,5005,Deepa Poojary,32,3,0
7974,5006,Naveen Raju,27,1,0
7975,5006,Renuka Kulkarni,36,2,0
7976,5007,Sunitha Hosamani,31,2,0
7977,5008,Shilpa Bai,44,2,0
7978,5008,Anitha Hegde,40,2,0
7979,5009,Krishna Shetty,48,1,0
7980,5010,Shankar Swamy,55,1,0
7981,5010,Jyothi Bangera,15,2,0
7982,5011,Arun Kumari,21,1,0
7983,5012,Shivakumar Lamani,44,1,0
7984,5013,Yashodha Hiremath,15,2,0
7985,5014,Umesh Angadi,20,1,0
7986,5015,Rekha Naik,32,2,0
7987,5015,Lakshmi Naikar,34,2,0
7988,5016,Kumaraswamy Meti,28,1,0
7989,5017,Krishna Naik,21,1,0
7990,5018,Nagesh Hegde,15,1,0
7991,5019,Mahesh Patil,43,1,0
7992,5020,Prakash Yadav,15,1,0
7993,5020,Yashodha Kulkarni,29,2,0
7994,5021,Prasad Angadi,30,1,0
7995,5022,Venkatesh Raju,23,1,0
7996,5023,Meena Naikar,20,2,0
7997,5023,Nandini Shetty,31,3,0
7998,5024,Deepak Kumari,15,1,0
7999,5025,Deepa Kumari,39,2,0
8000,5026,Ashok Nayak,50,1,0
8001,5026,Siddaraju Reddy,18,1,0
8002,5027,Sneha Rao,49,2,0
8003,5028,Kumaraswamy Gupta,49,1,0
8004,5029,Saraswathi Swamy,40,2,0
8005,5029,Gopal Angadi,29,1,0
8006,5030,Rajeshwari Kambli,33,2,0
8007,5031,Ramesh Nayak,22,1,0
8008,5031,Jagadish Naik,33,1,0
8009,5032,Ramesh Devi,43,1,0
8010,5032,Radha Nayak,15,2,0
8011,5033,Krishna Ganiger,23,1,0
8012,5034,Renuka Savanur,45,2,0
8013,5034,Pavan Bangera,32,1,0
8014,5035,Ramesh Naik,36,1,0
8015,5036,Suresh Devi,15,1,0
8016,5037,Pavan Bangera,32,1,0
8017,5037,Deepak Prasad,40,1,0
8018,5037,Arun Hegde,42,1,0
8019,5038,Shivanand Hiremath,39,1,0
8020,5038,Pushpa Bai,37,2,0
8021,5039,Shivakumar Hegde,42,1,0
8022,5039,Roopa Rao,15,2,0
8023,5039,Pushpa Bhat,65,2,0
8024,5040,Indira Poojary,28,2,0
8025,5040,Surya Gupta,22,1,0
8026,5041,Latha Shankar,44,2,0
8027,5041,Girish Bai,49,1,0
8028,5041,Mahesh Raju,18,1,0
8029,5042,Shivakumar Bhat,22,1,0
8030,5043,Darshan Gupta,15,1,0
8031,5043,Siddaraju Swamy,30,1,0
8032,5044,Anitha Joshi,32,2,0
8033,5045,Shivakumar Kumari,36,1,0
8034,5046,Prakash Hegde,37,1,0
8035,5047,Girish Bai,28,1,0
8036,5047,Girish Bai,36,1,0
8037,5048,Indira Devi,23,2,0
8038,5048,Indira Kumar,15,2,0
8039,5049,Arun Desai,38,1,0
8040,5049,Priya Salian,35,2,0
8041,5049,Deepak Bai,42,1,0
8042,5050,Kiran Gowda,31,1,0
8043,5050,Chandrika Bagewadi,32,2,0
8044,5051,Divya Hosamani,25,2,0
8045,5052,Padma Hosamani,43,2,0
8046,5053,Shivakumar Bangera,27,1,0
8047,5053,Krishna Yadav,29,1,0
8048,5054,Manjunath Joshi,29,1,0
8049,5054,Pushpa Kambli,39,2,0
8050,5054,Kiran Bagewadi,53,1,0
8051,5055,Manoj Hiremath,21,1,0
8052,5056,Hanumanthappa Naik,15,1,0
8053,5056,Naveen Shankar,41,1,0
8054,5057,Arun Savanur,35,1,0
8055,5057,Ravi Bangera,43,1,0
8056,5057,Roopa Murthy,54,2,0
8057,5058,Umesh Shankar,44,1,0
8058,5059,Hanumanthappa Desai,48,1,0
8059,5060,Lakshmi Gupta,40,2,0
8060,5061,Nagaraj Kattimani,15,1,0
8061,5061,Kavitha Meti,45,2,0
8062,5062,Anand Gupta,49,1,0
8063,5063,Arun Siddi,15,1,0
8064,5064,Saraswathi Hosamani,44,2,0
8065,5065,Arun Kulkarni,15,1,0
8066,5065,Nandini Shetty,31,3,0
8067,5066,Manjunath Prasad,17,1,0
8068,5066,Jagadish Kumar,25,1,0
8069,5067,Santosh Kambli,15,1,0
8070,5067,Suresh Poojary,25,1,0
8071,5068,Jagadish Bagewadi,15,1,0
8072,5069,Rajesh Naikar,42,1,0
8073,5069,Asha Naikar,37,2,0
8074,5069,Indira Shetty,15,2,0
8075,5070,Vidya Hiremath,15,2,0
8076,5071,Radha Swamy,42,2,0
8077,5071,Chetan Prasad,31,1,0
8078,5072,Yogesh Kambli,47,1,0
8079,5073,Hanumanthappa Siddi,42,1,0
8080,5074,Sachin Bai,57,1,0
8081,5074,Gopal Lamani,28,1,0
8082,5074,Nandish Bai,49,1,0
8083,5075,Geetha Murthy,41,2,0
8084,5075,Madhu Meti,26,1,0
8085,5075,Deepa Bai,33,2,0
8086,5076,Kamala Raju,39,2,0
8087,5077,Radha Ganiger,32,2,0
8088,5077,Kavitha Raju,19,2,0
8089,5077,Bharath Yadav,27,1,0
8090,5078,Shobha Ganiger,26,2,0
8091,5079,Pavan Gowda,34,1,1
8092,5080,Bharath Yadav,27,1,0
8093,5080,Lakshmi Shetty,51,2,0
8094,5081,Harish Naik,26,1,0
8095,5082,Priya Kambli,22,2,0
8096,5082,Basavaraj Hosamani,33,1,1
8097,5083,Krishna Hiremath,40,1,0
8098,5084,Sunitha Gupta,24,2,0
8099,5084,Roopa Kambli,21,2,0
8100,5084,Kiran Ganiger,19,1,0
8101,5085,Shobha Yadav,35,2,0
8102,5086,Ashok Raju,47,1,0
8103,5087,Anil Poojary,27,1,0
8104,5087,Rajesh Desai,41,1,0
8105,5088,Sagar Meti,15,1,0
8106,5089,Shobha Prasad,29,3,0
8107,5089,Santosh Kambli,15,1,0
8108,5090,Bharathi Savanur,26,2,0
8109,5090,Kumaraswamy Angadi,43,1,0
8110,5091,Mahesh Patil,52,1,0
8111,5091,Shankar Hosamani,25,1,1
8112,5091,Sneha Hiremath,32,2,0
8113,5092,Ambika Siddi,60,2,0
8114,5093,Nagesh Kulkarni,38,1,1
8115,5094,Yogesh Bai,50,1,0
8116,5095,Sagar Bangera,45,1,0
8117,5096,Surya Kambli,40,1,0
8118,5097,Shilpa Hiremath,31,2,0
8119,5098,Darshan Poojary,22,1,0
8120,5098,Naveen Bai,46,1,0
8121,5098,Priya Kumari,26,2,0
8122,5099,Anitha Ganiger,23,2,0
8123,5099,Sachin Meti,42,1,0
8124,5100,Rekha Devi,20,2,0
8125,5101,Girish Joshi,18,1,0
8126,5102,Jyothi Murthy,36,2,0
8127,5102,Shilpa Bhat,15,2,0
8128,5103,Naveen Yadav,22,1,1
8129,5104,Rekha Shetty,15,2,0
8130,5104,Meena Nayak,48,2,1
8131,5105,Shivakumar Kumari,41,1,0
8132,5105,Sachin Bai,44,1,0
8133,5106,Chandrashekar Bai,32,1,0
8134,5106,Shilpa Hiremath,31,2,0
8135,5106,Vasantha Rao,34,2,0
8136,5107,Arun Desai,38,1,0
8137,5108,Divya Gupta,27,2,0
8138,5108,Krishna Patil,19,1,0
8139,5109,Suma Acharya,15,2,1
8140,5109,Pavan Lamani,40,1,0
8141,5110,Deepa Kattimani,38,2,0
8142,5110,Parvathi Bangera,31,2,0
8143,5111,Pushpa Ganiger,45,2,0
8144,5111,Padma Kumari,40,2,0
8145,5112,Kiran Shetty,17,1,0
8146,5112,Yogesh Shankar,18,1,0
8147,5113,Ravi Kambli,29,1,0
8148,5114,Sagar Raju,24,1,0
8149,5115,Renuka Gupta,26,2,0
8150,5116,Hanumanthappa Swamy,42,1,0
8151,5117,Harish Hosamani,27,1,0
8152,5117,Siddaraju Hosamani,25,1,0
8153,5118,Madhu Devi,47,1,0
8154,5118,Vidya Salian,31,2,0
8155,5119,Shivakumar Naikar,45,1,0
8156,5120,Harish Joshi,32,1,0
8157,5121,Latha Kumar,31,2,0
8158,5121,Rajeshwari Raju,50,2,0
8159,5121,Lakshmi Yadav,43,2,0
8160,5122,Nandini Shetty,15,2,0
8161,5122,Chandrika Poojary,49,2,0
8162,5123,Gopal Salian,27,1,0
8163,5124,Yashodha Shankar,26,2,0
8164,5125,Manjunath Bai,26,1,0
8165,5126,Sagar Murthy,26,1,0
8166,5127,Shivakumar Acharya,15,1,0
8167,5127,Deepak Siddi,53,1,0
8168,5128,Anil Poojary,27,1,0
8169,5129,Ganesh Savanur,35,1,0
8170,5129,Madhu Devi,30,1,0
8171,5129,Girish Savanur,31,1,0
8172,5130,Vidya Angadi,20,2,0
8173,5131,Arun Patil,15,1,0
8174,5131,Yashodha Salian,33,2,0
8175,5132,Saraswathi Poojary,15,2,0
8176,5132,Manoj Prasad,32,1,0
8177,5133,Mahesh Bhat,39,1,0
8178,5133,Vishwanath Siddi,43,1,0
8179,5133,Kamala Acharya,39,2,0
8180,5134,Yogesh Salian,51,1,0
8181,5134,Vishwanath Desai,25,1,0
8182,5134,Rajeshwari Meti,20,2,0
8183,5135,Anil Lamani,37,1,0
8184,5135,Sachin Kulkarni,36,1,0
8185,5135,Lakshmi Hiremath,50,2,0
8186,5136,Rashmi Joshi,34,2,0
8187,5136,Naveen Lamani,22,1,0
8188,5137,Jyothi Joshi,38,2,1
8189,5137,Deepak Kambli,19,1,0
8190,5138,Pushpa Shankar,30,2,0
8191,5139,Manjunath Bai,43,1,0
8192,5140,Rajeshwari Gowda,22,2,0
8193,5140,Latha Bhat,40,2,0
8194,5140,Swathi Reddy,15,2,0
8195,5141,Shilpa Joshi,27,2,0
8196,5142,Vinay Kumar,40,1,0
8197,5143,Chandrashekar Gupta,40,1,1
8198,5144,Sagar Lamani,44,1,0
8199,5145,Suresh Hegde,45,1,0
8200,5145,Savitha Shetty,40,2,0
8201,5146,Geetha Lamani,35,2,0
8202,5147,Umesh Raju,43,1,0
8203,5148,Vinay Shetty,15,1,0
8204,5148,Ashok Rao,20,1,0
8205,5149,Geetha Swamy,15,2,0
8206,5149,Ganesh Murthy,45,1,0
8207,5150,Renuka Devi,51,2,0
8208,5151,Umesh Lamani,28,1,0
8209,5151,Gopal Gowda,37,1,0
8210,5152,Shilpa Meti,50,2,0
8211,5152,Sharada Shankar,29,2,0
8212,5152,Mohan Hiremath,27,1,0
8213,5153,Nagesh Shetty,39,1,0
8214,5153,Chetan Naik,20,1,0
8215,5154,Divya Raju,15,2,0
8216,5154,Divya Rao,15,2,0
8217,5155,Nandish Hegde,38,1,0
8218,5156,Chandrashekar Desai,27,1,0
8219,5156,Rajesh Hosamani,35,1,0
8220,5157,Ambika Siddi,60,2,0
8221,5158,Ambika Patil,45,2,0
8222,5159,Vasantha Murthy,48,2,0
8223,5159,Pavan Kambli,30,1,0
8224,5160,Prakash Bhat,31,1,0
8225,5161,Pavan Rao,21,1,0
8226,5162,Santosh Kambli,15,1,0
8227,5162,Yashodha Devi,25,2,0
8228,5163,Vishwanath Joshi,15,1,0
8229,5163,Nagesh Murthy,28,1,0
8230,5164,Kamala Shetty,28,2,0
8231,5165,Padma Murthy,38,2,0
8232,5166,Sneha Swamy,26,2,0
8233,5166,Girish Hosamani,21,1,0
8234,5167,Shivanand Hosamani,48,1,0
8235,5168,Darshan Kumar,34,1,0
8236,5168,Shivanand Patil,50,1,0
8237,5169,Vinay Acharya,42,1,0
8238,5170,Rekha Kumar,25,2,0
8239,5170,Rekha Naikar,37,2,0
8240,5170,Shivanand Bhat,35,1,0
8241,5171,Siddaraju Poojary,39,1,0
8242,5172,Nandish Swamy,35,1,0
8243,5172,Mangala Gowda,21,2,0
8244,5172,Hanumanthappa Prasad,35,1,0
8245,5173,Bharath Naikar,39,1,0
8246,5174,Prakash Yadav,15,1,0
8247,5175,Sneha Rao,49,2,0
8248,5176,Mohan Ganiger,18,1,0
8249,5177,Jagadish Kumari,32,1,0
8250,5178,Mahesh Gowda,26,1,0
8251,5178,Parvathi Hiremath,30,2,0
8252,5179,Sunitha Patil,15,2,0
8253,5179,Shankar Ganiger,18,1,0
8254,5179,Radha Shetty,40,2,0
8255,5180,Krishna Acharya,35,1,0
8256,5181,Yogesh Rao,29,1,0
8257,5181,Naveen Hosamani,65,1,0
8258,5182,Ambika Desai,43,2,0
8259,5182,Padma Ganiger,35,2,0
8260,5183,Krishna Poojary,37,1,0
8261,5184,Chandrika Gowda,25,3,0
8262,5184,Manjunath Reddy,54,1,0
8263,5185,Rajesh Rao,27,1,0
8264,5185,Shankar Hosamani,18,1,0
8265,5186,Deepak Murthy,18,1,0
8266,5187,Venkatesh Nayak,35,1,0
8267,5187,Vinay Hegde,34,1,0
8268,5187,Nagesh Ganiger,20,1,0
8269,5188,Radha Prasad,37,2,0
8270,5188,Suresh Bangera,19,1,0
8271,5189,Arun Reddy,26,1,0
8272,5190,Prasad Bhat,15,1,0
8273,5191,Vasantha Hiremath,23,2,0
8274,5192,Yashodha Ganiger,27,2,0
8275,5192,Sharada Kumar,36,2,0
8276,5192,Kamala Raju,42,2,0
8277,5193,Mahesh Gupta,15,1,0
8278,5193,Pooja Meti,61,2,0
8279,5193,Basavaraj Prasad,22,1,0
8280,5194,Swathi Bhat,15,2,0
8281,5194,Bharath Bangera,58,1,0
8282,5194,Siddaraju Prasad,21,1,0
8283,5195,Ravi Lamani,33,1,0
8284,5195,Yogesh Raju,34,1,0
8285,5195,Asha Naikar,21,2,0
8286,5196,Geetha Naikar,46,2,0
8287,5197,Shilpa Bagewadi,50,2,0
8288,5198,Mohan Patil,30,1,0
8289,5198,Madhu Kulkarni,33,1,0
8290,5199,Sachin Ganiger,18,1,0
8291,5200,Kumaraswamy Meti,42,1,0
8292,5200,Girish Joshi,28,1,0
8293,5201,Padma Savanur,45,2,0
8294,5202,Anil Hiremath,31,1,0
8295,5202,Vasantha Bai,18,2,0
8296,5202,Vasantha Poojary,25,2,0
8297,5203,Prakash Desai,18,1,0
8298,5204,Bharath Swamy,23,1,0
8299,5205,Mahesh Gupta,15,1,0
8300,5205,Sharada Bhat,44,2,0
8301,5206,Bharath Kumari,15,1,0
8302,5207,Ashok Yadav,30,1,0
8303,5208,Naveen Lamani,25,1,0
8304,5209,Pavan Joshi,59,1,0
8305,5209,Jagadish Shankar,37,1,0
8306,5210,Shankar Joshi,41,1,0
8307,5210,Suresh Yadav,27,1,0
8308,5211,Radha Lamani,15,2,0
8309,5211,Rajeshwari Bhat,53,2,0
8310,5211,Anitha Kulkarni,36,2,0
8311,5212,Ganesh Murthy,43,1,0
8312,5213,Naveen Kattimani,28,1,0
8313,5213,Darshan Ganiger,38,1,0
8314,5214,Rajesh Lamani,30,1,0
8315,5215,Nandini Swamy,25,2,1
8316,5216,Vasantha Kambli,23,2,0
8317,5217,Chandrika Shetty,30,2,0
8318,5217,Rajesh Poojary,27,1,0
8319,5218,Gopal Murthy,35,1,0
8320,5218,Shivanand Lamani,30,1,0
8321,5218,Chandrashekar Savanur,40,1,0
8322,5219,Suma Patil,30,2,0
8323,5220,Latha Poojary,40,2,0
8324,5221,Pushpa Naik,33,2,0
8325,5222,Suma Raju,29,2,0
8326,5222,Shivanand Bai,29,1,0
8327,5223,Shobha Bhat,34,2,0
8328,5223,Anand Savanur,33,1,0
8329,5224,Radha Angadi,25,2,0
8330,5225,Basavaraj Nayak,24,1,0
8331,5225,Surya Angadi,15,1,0
8332,5226,Suresh Yadav,27,1,0
8333,5227,Indira Ganiger,44,2,0
8334,5228,Radha Devi,34,2,0
8335,5228,Srinivas Naikar,37,1,0
8336,5229,Naveen Raju,47,1,0
8337,5229,Rekha Desai,31,2,0
8338,5230,Vishwanath Prasad,15,1,0
8339,5230,Radha Joshi,50,2,0
8340,5231,Jagadish Swamy,43,1,0
8341,5232,Manjunath Shankar,28,1,0
8342,5232,Jyothi Reddy,33,2,0
8343,5233,Vinay Siddi,32,1,0
8344,5233,Chandrashekar Hegde,29,1,0
8345,5234,Suresh Yadav,19,1,0
8346,5235,Suresh Joshi,38,1,0
8347,5236,Sharada Kambli,32,2,0
8348,5237,Vinay Joshi,36,1,0
8349,5238,Deepak Prasad,33,1,0
8350,5238,Pooja Acharya,25,2,0
8351,5239,Savitha Shetty,40,2,0
8352,5240,Ramesh Bagewadi,39,1,0
8353,5240,Shivanand Shetty,41,1,0
8354,5241,Chetan Gupta,15,1,0
8355,5241,Suresh Angadi,33,1,0
8356,5241,Nandish Savanur,32,1,0
8357,5242,Prasad Yadav,24,1,0
8358,5243,Manjunath Shetty,38,1,0
8359,5243,Saraswathi Hosamani,44,2,0
8360,5244,Anand Kumari,27,1,0
8361,5245,Vasantha Kambli,23,2,0
8362,5245,Vasantha Prasad,15,3,0
8363,5246,Chandrika Desai,23,2,0
8364,5247,Arun Siddi,48,1,0
8365,5248,Nandini Naik,24,2,0
8366,5248,Rajesh Murthy,48,1,0
8367,5249,Shobha Shetty,16,2,0
8368,5250,Madhu Hiremath,35,1,0
8369,5250,Pooja Hosamani,43,2,0
8370,5250,Ravi Rao,15,1,0
8371,5251,Manjunath Bangera,31,1,0
8372,5251,Mahesh Kulkarni,38,1,0
8373,5252,Pooja Hosamani,28,2,1
8374,5252,Prakash Murthy,36,1,0
8375,5252,Ambika Shankar,58,2,0
8376,5253,Venkatesh Naikar,32,1,0
8377,5254,Shobha Kulkarni,32,2,0
8378,5255,Shivanand Meti,17,1,0
8379,5256,Anand Kulkarni,16,1,1
8380,5257,Pavan Prasad,23,1,0
8381,5258,Rekha Rao,42,2,0
8382,5258,Savitha Nayak,33,2,0
8383,5259,Radha Angadi,25,2,0
8384,5259,Sunitha Savanur,34,2,0
8385,5260,Manoj Murthy,20,1,0
8386,5260,Darshan Shankar,37,1,0
8387,5261,Shivakumar Kumar,15,1,0
8388,5261,Madhu Meti,61,1,0
8389,5262,Shivakumar Hosamani,37,1,0
8390,5262,Ganesh Shankar,18,1,0
8391,5263,Venkatesh Poojary,26,1,1
8392,5264,Krishna Bai,23,1,0
8393,5264,Kavitha Raju,24,2,0
8394,5265,Basavaraj Yadav,34,1,0
8395,5265,Latha Murthy,26,2,0
8396,5265,Deepa Kumar,45,2,0
8397,5266,Vidya Naikar,22,2,0
8398,5266,Latha Hiremath,27,2,0
8399,5267,Pavan Acharya,38,1,0
8400,5267,Nandish Nayak,18,1,0
8401,5267,Basavaraj Desai,26,1,0
8402,5268,Anand Ganiger,32,1,0
8403,5268,Venkatesh Hosamani,38,1,0
8404,5269,Pavan Ganiger,44,1,0
8405,5270,Deepa Poojary,32,3,0
8406,5270,Shilpa Bai,15,2,0
8407,5270,Bharath Kumar,37,1,0
8408,5271,Prasad Poojary,30,1,0
8409,5271,Mahesh Hosamani,16,1,0
8410,5272,Ganesh Murthy,43,1,0
8411,5272,Vishwanath Angadi,31,1,1
8412,5272,Anil Murthy,57,1,0
8413,5273,Sneha Rao,49,2,0
8414,5273,Pushpa Salian,37,2,0
8415,5274,Rajeshwari Bhat,53,2,0
8416,5275,Darshan Bangera,32,1,0
8417,5276,Kamala Raju,42,2,0
8418,5276,Bharathi Reddy,43,2,0
8419,5277,Girish Shetty,20,1,0
8420,5278,Swathi Kulkarni,39,2,0
8421,5279,Deepa Naikar,41,2,0
8422,5279,Vinay Ganiger,41,1,0
8423,5279,Sneha Nayak,22,2,0
8424,5280,Rekha Murthy,19,2,0
8425,5280,Divya Rao,29,2,0
8426,5280,Jagadish Swamy,50,1,0
8427,5281,Mangala Gowda,21,2,0
8428,5282,Nandish Shankar,20,1,0
8429,5283,Basavaraj Bhat,32,1,0
8430,5284,Vasantha Murthy,48,2,0
8431,5285,Siddaraju Prasad,27,1,0
8432,5285,Indira Murthy,15,2,0
8433,5286,Gopal Naik,21,1,0
8434,5287,Mangala Swamy,39,2,0
8435,5288,Sachin Naik,64,1,0
8436,5289,Ravi Yadav,15,1,0
8437,5290,Siddaraju Angadi,39,1,0
8438,5291,Lakshman Kumari,27,1,0
8439,5291,Geetha Savanur,37,2,0
8440,5291,Meena Naikar,26,2,1
8441,5292,Ganesh Ganiger,39,1,0
8442,5293,Latha Angadi,34,2,0
8443,5293,Vinay Reddy,24,1,0
8444,5294,Mahesh Joshi,35,1,0
8445,5294,Swathi Ganiger,18,2,0
8446,5294,Madhu Poojary,49,1,0
8447,5295,Lakshmi Gupta,40,2,0
8448,5295,Nandish Rao,15,1,0
8449,5296,Arun Siddi,48,1,0
8450,5297,Sagar Naikar,29,1,0
8451,5297,Sharada Kambli,32,2,1
8452,5298,Pooja Murthy,15,2,0
8453,5298,Ramesh Swamy,15,1,0
8454,5299,Kamala Nayak,30,2,0
8455,5300,Gopal Shankar,15,1,0
8456,5300,Madhu Kulkarni,25,1,0
8457,5301,Shivanand Bhat,35,1,0
8458,5301,Basavaraj Yadav,26,1,1
8459,5302,Lakshman Desai,30,3,0
8460,5303,Sachin Poojary,15,1,0
8461,5304,Yogesh Rao,29,1,0
8462,5305,Sagar Murthy,26,1,0
8463,5306,Geetha Gupta,33,2,1
8464,5306,Srinivas Gowda,20,1,0
8465,5307,Kamala Bhat,21,2,0
8466,5308,Swathi Gupta,42,2,0
8467,5309,Naveen Hegde,33,1,0
8468,5309,Shilpa Bai,44,2,0
8469,5310,Naveen Lamani,22,1,0
8470,5311,Priya Kambli,22,2,0
8471,5311,Mangala Bangera,20,2,0
8472,5312,Asha Kulkarni,27,2,0
8473,5312,Pavan Hiremath,37,1,0
8474,5313,Jagadish Yadav,37,1,0
8475,5314,Umesh Devi,42,1,0
8476,5314,Chetan Murthy,33,1,0
8477,5315,Venkatesh Hegde,43,1,0
8478,5315,Swathi Bangera,35,2,0
8479,5316,Prasad Poojary,30,1,0
8480,5316,Chandrika Kumar,37,2,0
8481,5316,Swathi Shankar,32,2,0
8482,5317,Hanumanthappa Kumar,18,1,0
8483,5318,Deepa Lamani,32,2,0
8484,5318,Divya Yadav,37,2,0
8485,5319,Anand Bhat,34,1,0
8486,5319,Mangala Bangera,36,2,0
8487,5320,Jyothi Kumar,62,2,0
8488,5320,Ashok Hosamani,35,1,0
8489,5321,Sneha Kumar,57,2,0
8490,5321,Jagadish Devi,40,1,0
8491,5322,Geetha Shankar,50,2,0
8492,5323,Anil Shankar,23,1,0
8493,5323,Anil Meti,55,1,0
8494,5323,Manoj Kattimani,55,1,0
8495,5324,Priya Hiremath,38,2,0
8496,5325,Rajeshwari Acharya,38,2,0
8497,5325,Vinay Reddy,24,1,0
