cdr_id,caller_name,receiver_name,call_date,call_duration_seconds,tower_district_id,linked_accused_id,linked_case_id
4483,Renuka Savanur,Nagesh Kambli,2024-10-11,333,27,2897,1161
4484,Basavaraj Prasad,Vinay Swamy,2023-05-02,347,25,4830,1920
4485,Basavaraj Prasad,Hanumanthappa Salian,2024-05-10,39,25,4879,1938
4486,Latha Kumari,Renuka Kulkarni,2023-10-04,64,19,6046,2409
4487,Rashmi Poojary,Anil Bhat,2024-12-03,326,4,16728,7515
4488,Rajesh Kattimani,Jagadish Kumari,2023-04-24,512,3,6730,2671
4489,Sunitha Savanur,Harish Shetty,2023-03-13,178,7,3908,1557
4490,Shobha Reddy,Santosh Meti,2023-07-13,596,5,,
4491,Mahesh Gupta,Renuka Swamy,2023-04-06,145,17,1621,646
4492,Ramesh Angadi,Nagesh Kambli,2023-09-27,528,11,3283,1313
4493,Padma Bagewadi,Chetan Poojary,2024-09-14,520,12,3085,1233
4494,Suma Gowda,Krishna Yadav,2023-07-05,153,11,3381,1349
4495,Arun Prasad,Surya Bagewadi,2024-01-29,579,14,,
4496,Pavan Bhat,Hanumanthappa Reddy,2023-01-01,185,26,,
4497,Ashok Hiremath,Sunitha Shetty,2024-07-10,409,2,2080,831
4498,Ganesh Ganiger,Chetan Salian,2023-01-21,427,25,4579,1829
4499,Ambika Nayak,Vishwanath Naikar,2023-05-28,210,1,4268,1709
4500,Radha Murthy,Renuka Devi,2023-11-30,549,15,,
4501,Girish Nayak,Jyothi Meti,2024-12-16,260,17,1694,672
4502,Bharath Hosamani,Sneha Swamy,2023-01-29,126,17,,
4503,Rekha Swamy,Shivakumar Salian,2023-01-25,350,12,,
4504,Vidya Salian,Renuka Kumar,2024-12-23,205,30,2317,928
4505,Vasantha Bai,Yogesh Raju,2024-08-20,362,1,7218,2872
4506,Jyothi Kambli,Roopa Angadi,2023-02-12,89,18,3479,1389
4507,Kiran Joshi,Suresh Yadav,2024-08-24,142,29,14329,6331
4508,Deepak Hegde,Suma Ganiger,2024-02-14,483,13,3940,1572
4509,Jyothi Shankar,Anil Rao,2023-06-15,377,21,538,229
4510,Asha Murthy,Latha Hiremath,2023-08-09,45,23,,
4511,Chandrashekar Naik,Sunitha Nayak,2024-03-28,271,3,,
4512,Prasad Kumar,Hanumanthappa Naikar,2023-12-07,392,13,,
4513,Pavan Naik,Umesh Savanur,2024-02-01,344,2,,
4514,Anitha Siddi,Yogesh Raju,2023-03-31,579,21,480,205
4515,Suma Gowda,Renuka Swamy,2024-08-20,131,15,,
4516,Darshan Bhat,Chetan Lamani,2024-05-18,259,24,4806,1910
4517,Kamala Nayak,Chetan Gupta,2023-04-13,135,21,504,216
4518,Chetan Naik,Rashmi Bhat,2024-10-13,157,16,,
4519,Divya Bai,Latha Hiremath,2024-12-11,489,27,,
4520,Ramesh Bagewadi,Geetha Nayak,2023-04-12,128,6,5742,2290
4521,Prakash Kumar,Santosh Gowda,2024-08-16,377,18,3391,1352
4522,Nandini Hosamani,Srinivas Kulkarni,2024-12-13,529,13,1014,412
4523,Lakshmi Angadi,Lakshmi Gupta,2024-07-27,285,16,,
4524,Kiran Bai,Deepa Bai,2023-05-03,521,12,8303,3360
4525,Kiran Patil,Basavaraj Desai,2023-01-17,427,4,2049,817
4526,Mohan Gupta,Yashodha Gupta,2024-05-26,572,12,,
4527,Shilpa Kattimani,Mahesh Gowda,2024-03-27,483,2,196,84
4528,Nandini Salian,Venkatesh Prasad,2024-09-12,375,29,,
4529,Chetan Naik,Mahesh Angadi,2023-07-30,555,1,,
4530,Vasantha Murthy,Gopal Shankar,2024-05-01,376,22,,
4531,Madhu Kambli,Shivanand Shankar,2024-01-03,547,30,,
4532,Radha Bagewadi,Ganesh Kambli,2023-02-01,366,19,6027,2402
4533,Chandrika Angadi,Manjunath Ganiger,2023-06-11,188,3,6664,2645
4534,Ramesh Lamani,Santosh Gowda,2024-11-05,145,20,6131,2440
4535,Ambika Kattimani,Saraswathi Poojary,2023-11-20,89,28,5052,2009
4536,Prasad Naikar,Siddaraju Reddy,2023-02-21,379,2,2103,842
4537,Prakash Hiremath,Arun Lamani,2024-04-21,265,17,,
4538,Ashok Raju,Chetan Naik,2023-04-24,362,27,,
4539,Shobha Swamy,Prasad Swamy,2024-05-25,229,6,,
4540,Kumaraswamy Acharya,Radha Prasad,2024-08-20,306,28,1504,598
4541,Krishna Yadav,Jagadish Hegde,2023-11-03,113,6,,
4542,Pushpa Kattimani,Jyothi Kattimani,2023-12-17,413,12,,
4543,Mohan Bagewadi,Prakash Kulkarni,2023-11-29,310,9,,
4544,Meena Kumari,Srinivas Kambli,2023-02-11,184,27,21421,9851
4545,Harish Kumari,Srinivas Siddi,2024-10-28,380,24,5383,2140
4546,Shilpa Gupta,Divya Kumar,2024-07-13,405,8,,
4547,Prasad Kambli,Anil Rao,2024-05-09,536,2,293,128
4548,Padma Gowda,Ramesh Lamani,2023-04-12,137,6,5745,2290
4549,Krishna Meti,Ambika Patil,2023-01-24,490,14,3881,1545
4550,Sneha Joshi,Yashodha Naik,2024-11-06,51,29,5985,2386
4551,Kamala Hegde,Shivakumar Meti,2023-08-06,227,23,,
4552,Priya Swamy,Harish Kumari,2022-12-31,494,3,563,239
4553,Kiran Bagewadi,Rajesh Naikar,2024-03-14,299,6,,
4554,Nandish Swamy,Ramesh Salian,2024-08-11,147,12,,
4555,Vinay Naik,Ashok Meti,2024-03-27,147,1,,
4556,Shivanand Savanur,Sharada Ganiger,2024-02-15,214,10,,
4557,Ashok Naikar,Asha Salian,2024-01-07,217,11,,
4558,Naveen Yadav,Priya Kattimani,2024-03-26,398,2,,
4559,Suma Gowda,Nagesh Gowda,2023-07-06,424,1,7919,3191
4560,Ganesh Patil,Lakshmi Poojary,2024-05-12,43,3,10235,4310
4561,Basavaraj Bai,Shivakumar Patil,2023-11-08,530,26,13588,5949
4562,Ambika Bangera,Pushpa Hosamani,2024-03-17,208,3,,
4563,Pushpa Nayak,Padma Hosamani,2024-01-25,110,1,3500,1397
4564,Prakash Kumar,Anand Nayak,2023-07-05,499,18,3413,1362
4565,Anand Nayak,Jyothi Joshi,2024-12-13,574,4,2077,830
4566,Meena Gupta,Anand Reddy,2024-06-14,70,11,4476,1789
4567,Anil Bhat,Suma Gowda,2023-12-07,389,24,4908,1950
4568,Darshan Murthy,Anil Savanur,2023-03-11,547,28,,
4569,Ganesh Murthy,Deepak Hegde,2023-01-30,36,24,4799,1908
4570,Saraswathi Patil,Sunitha Patil,2023-07-15,95,23,7248,2884
4571,Santosh Yadav,Mahesh Bangera,2023-10-15,493,22,,
4572,Roopa Reddy,Sneha Prasad,2024-10-22,489,24,,
4573,Srinivas Siddi,Meena Gowda,2023-03-21,453,3,6557,2604
4574,Meena Hiremath,Rajesh Rao,2024-08-28,161,9,9379,3893
4575,Geetha Bai,Manjunath Yadav,2023-02-15,502,6,5843,2331
4576,Shankar Naikar,Lakshman Kumari,2024-10-27,192,8,,
4577,Rashmi Hosamani,Kiran Naik,2024-06-08,190,13,12193,5253
4578,Chetan Lamani,Harish Kumari,2023-10-10,476,19,6060,2414
4579,Bharathi Rao,Surya Hiremath,2024-05-11,479,30,,
4580,Naveen Ganiger,Krishna Kumari,2024-03-02,108,22,,
4581,Suma Kattimani,Nandish Poojary,2024-07-22,497,4,4367,1747
4582,Renuka Kulkarni,Mahesh Gupta,2024-02-26,153,8,3653,1455
4583,Meena Hiremath,Arun Shetty,2024-07-20,435,16,6828,2715
4584,Hanumanthappa Prasad,Venkatesh Kulkarni,2023-04-15,268,15,,
4585,Anand Hegde,Jyothi Kumar,2023-09-20,572,24,,
4586,Chetan Meti,Suresh Shetty,2024-05-22,255,21,,
4587,Nagesh Ganiger,Suma Ganiger,2023-11-29,504,1,7372,2931
4588,Renuka Gupta,Ravi Rao,2024-09-29,433,21,401,176
4589,Mangala Joshi,Bharath Siddi,2024-09-16,560,21,,
4590,Shivakumar Bai,Yogesh Naik,2023-03-28,192,20,,
4591,Shilpa Raju,Deepak Kumar,2024-11-25,31,15,,
4592,Ganesh Murthy,Kavitha Kumari,2023-04-06,99,20,,
4593,Kavitha Meti,Krishna Salian,2023-11-27,219,23,,
4594,Vishwanath Devi,Geetha Hiremath,2024-07-16,313,4,,
4595,Jagadish Joshi,Vidya Gowda,2024-08-28,220,18,,
4596,Jagadish Siddi,Ambika Yadav,2024-10-28,594,28,,
4597,Chandrika Kumar,Surya Hiremath,2024-04-13,353,6,18107,8224
4598,Renuka Savanur,Ashok Hiremath,2023-10-21,138,26,2965,1188
4599,Prasad Salian,Jagadish Kumari,2023-09-02,39,19,6074,2418
4600,Chandrashekar Hegde,Venkatesh Reddy,2023-09-19,118,30,18925,8637
4601,Chetan Poojary,Vidya Salian,2024-08-19,42,7,,
4602,Geetha Hiremath,Lakshmi Bagewadi,2024-08-18,244,4,,
4603,Indira Murthy,Prasad Murthy,2023-09-16,43,12,,
4604,Mohan Naik,Ravi Naik,2023-01-13,131,4,13249,5779
4605,Kiran Nayak,Jagadish Kumari,2024-09-18,86,28,5260,2094
4606,Radha Prasad,Deepak Hegde,2023-01-14,251,13,4020,1608
4607,Ramesh Salian,Shankar Yadav,2024-11-08,523,4,,
4608,Pavan Ganiger,Manjunath Hosamani,2024-10-29,172,5,,
4609,Nandini Gowda,Mahesh Bhat,2024-04-17,296,24,4470,1787
4610,Shankar Bagewadi,Sagar Kattimani,2023-01-28,557,19,,
4611,Pooja Devi,Girish Nayak,2023-02-15,151,26,8540,3478
4612,Chetan Poojary,Kiran Patil,2023-07-15,194,1,7485,2977
4613,Prasad Rao,Savitha Prasad,2024-03-28,273,7,,
4614,Naveen Raju,Ganesh Kattimani,2023-04-24,308,15,1044,422
4615,Shobha Kulkarni,Manoj Acharya,2024-12-05,342,30,2264,907
4616,Savitha Naik,Ganesh Ganiger,2023-09-25,401,4,,
4617,Srinivas Kulkarni,Ashok Poojary,2024-04-21,398,5,924,380
4618,Divya Hegde,Mohan Hegde,2024-12-02,342,10,,
4619,Manjunath Shankar,Anand Savanur,2023-01-28,105,15,2270,908
4620,Rajesh Lamani,Srinivas Kulkarni,2023-03-28,200,29,6002,2394
4621,Kamala Prasad,Chetan Acharya,2023-12-01,216,20,,
4622,Jagadish Yadav,Padma Gowda,2023-12-05,506,13,3868,1541
4623,Manjunath Bagewadi,Bharath Joshi,2024-03-09,461,7,,
4624,Arun Shetty,Nandini Swamy,2024-05-02,31,5,1120,448
4625,Kiran Shetty,Sagar Prasad,2023-03-14,32,20,,
4626,Savitha Kumar,Kumaraswamy Nayak,2024-11-18,400,25,3348,1338
4627,Vishwanath Murthy,Anil Naikar,2023-01-19,152,28,4968,1973
4628,Girish Nayak,Indira Bagewadi,2024-03-21,55,7,1834,732
4629,Renuka Bagewadi,Nagesh Ganiger,2024-08-16,242,1,163,68
4630,Nagesh Kumari,Roopa Angadi,2024-03-30,32,2,2182,874
4631,Nagaraj Salian,Sneha Swamy,2024-08-09,549,24,,
4632,Arun Yadav,Nandini Gowda,2023-12-05,152,15,2368,949
4633,Ganesh Ganiger,Srinivas Siddi,2023-09-28,325,25,4675,1863
4634,Sharada Poojary,Nagaraj Meti,2023-01-28,83,18,,
4635,Chetan Gupta,Ashok Shetty,2023-01-23,44,1,4333,1735
4636,Shankar Savanur,Sagar Nayak,2023-03-11,333,25,,
4637,Ganesh Murthy,Renuka Kulkarni,2023-10-10,353,24,4868,1934
4638,Mahesh Gupta,Surya Hosamani,2024-03-13,38,24,5395,2146
4639,Padma Angadi,Vinay Hiremath,2024-02-06,122,4,,
4640,Ravi Rao,Hanumanthappa Savanur,2023-06-27,78,2,11,4
4641,Radha Kumar,Kiran Yadav,2023-07-01,129,20,,
4642,Vidya Raju,Jyothi Shankar,2023-10-30,479,21,6783,2694
4643,Gopal Gowda,Roopa Angadi,2024-06-04,180,16,6947,2763
4644,Chetan Poojary,Chandrashekar Salian,2024-08-31,63,1,7238,2879
4645,Sneha Reddy,Vinay Patil,2023-07-01,202,30,,
4646,Pavan Rao,Anand Nayak,2023-06-12,553,5,1020,413
4647,Mahesh Gupta,Divya Reddy,2023-02-20,298,24,5485,2187
4648,Suresh Ganiger,Nagaraj Lamani,2024-09-07,119,29,5941,2369
4649,Renuka Kumari,Shivanand Desai,2023-03-03,534,3,471,201
4650,Parvathi Hiremath,Krishna Hiremath,2023-06-29,597,22,,
4651,Kumaraswamy Hegde,Vishwanath Murthy,2024-11-03,187,13,4111,1645
4652,Nagesh Ganiger,Ganesh Murthy,2024-04-02,387,1,7266,2891
4653,Latha Hiremath,Siddaraju Reddy,2024-07-03,76,17,9882,4140
4654,Chetan Poojary,Jagadish Yadav,2023-06-12,103,23,7498,2981
4655,Yogesh Rao,Kumaraswamy Desai,2023-10-09,545,18,,
4656,Nagesh Kumari,Suresh Ganiger,2023-04-19,338,4,2241,897
4657,Lakshman Shetty,Nandish Salian,2024-07-26,340,4,2213,885
4658,Krishna Meti,Srinivas Gowda,2023-11-03,536,14,4008,1602
4659,Yogesh Yadav,Vishwanath Nayak,2023-06-15,501,17,6955,2766
4660,Mahesh Ganiger,Ganesh Kambli,2024-04-17,112,6,5890,2348
4661,Shivanand Angadi,Girish Bai,2024-09-12,568,1,4292,1718
4662,Umesh Savanur,Pavan Siddi,2023-06-13,415,24,9979,4190
4663,Manoj Gupta,Nagesh Meti,2024-02-28,103,20,,
4664,Krishna Bagewadi,Shivanand Acharya,2023-08-30,453,7,1673,665
4665,Kamala Hiremath,Ambika Hosamani,2024-07-20,231,24,,
4666,Priya Kattimani,Kiran Patil,2023-03-14,98,2,298,129
4667,Santosh Hegde,Vasantha Gowda,2023-03-10,199,10,,
4668,Basavaraj Siddi,Umesh Bai,2024-08-13,321,30,,
4669,Kiran Murthy,Rajesh Acharya,2024-09-23,216,26,,
4670,Shivanand Gowda,Renuka Bangera,2023-03-07,505,14,4113,1647
4671,Saraswathi Desai,Rekha Kumar,2023-10-29,360,30,,
4672,Manjunath Shankar,Manjunath Murthy,2024-01-19,289,25,944,386
4673,Mangala Lamani,Srinivas Siddi,2023-08-17,304,10,2788,1118
4674,Chandrashekar Salian,Anand Naikar,2023-02-10,390,21,399,175
4675,Indira Kulkarni,Vasantha Murthy,2023-04-20,492,12,,
4676,Bharath Hosamani,Parvathi Bangera,2024-03-05,192,2,,
4677,Radha Kumar,Shobha Murthy,2024-06-24,325,17,1616,644
4678,Renuka Kulkarni,Shivanand Hosamani,2024-04-24,303,18,3724,1482
4679,Suma Prasad,Sagar Desai,2023-09-05,574,26,,
4680,Jagadish Ganiger,Sunitha Devi,2024-12-10,407,24,,
4681,Divya Hiremath,Harish Joshi,2023-03-21,231,20,,
4682,Padma Bagewadi,Deepa Kambli,2023-01-07,262,11,3144,1254
4683,Basavaraj Swamy,Kavitha Nayak,2024-09-15,193,1,7277,2895
4684,Jyothi Kambli,Nagesh Kumari,2023-03-01,475,8,3455,1378
4685,Shilpa Bai,Sachin Bai,2023-01-16,53,29,,
4686,Priya Swamy,Anil Rao,2023-04-15,239,21,505,216
4687,Kumaraswamy Hegde,Bharath Hegde,2023-06-07,380,13,3818,1521
4688,Mangala Savanur,Rajesh Hegde,2023-03-25,505,5,11265,4791
4689,Chandrika Angadi,Jyothi Kambli,2024-08-10,318,21,6615,2625
4690,Deepa Salian,Priya Kulkarni,2024-04-09,156,17,,
4691,Latha Kumar,Nagesh Ganiger,2023-07-14,171,21,649,272
4692,Naveen Siddi,Vasantha Lamani,2023-11-16,203,9,,
4693,Gopal Naik,Manjunath Hosamani,2024-06-06,566,21,,
4694,Shilpa Devi,Sharada Prasad,2023-05-10,467,3,,
4695,Sachin Poojary,Pushpa Yadav,2023-01-29,245,14,,
4696,Mohan Gupta,Shivakumar Patil,2023-03-06,64,21,,
4697,Sneha Yadav,Jyothi Ganiger,2023-07-19,566,25,2300,922
4698,Shivanand Hosamani,Kiran Ganiger,2024-01-02,410,4,2134,857
4699,Shilpa Hiremath,Manjunath Bai,2024-10-04,48,17,7164,2848
4700,Latha Bagewadi,Srinivas Yadav,2024-08-14,584,17,1580,627
4701,Nandini Naik,Basavaraj Swamy,2024-04-26,363,16,,
4702,Vishwanath Murthy,Pushpa Poojary,2023-01-19,165,28,4968,1973
4703,Latha Gupta,Jagadish Kumari,2024-09-03,225,1,4387,1754
4704,Yogesh Yadav,Radha Raju,2023-03-14,354,16,7153,2845
4705,Kiran Ganiger,Divya Reddy,2023-12-27,199,24,4199,1680
4706,Pushpa Naikar,Hanumanthappa Savanur,2023-06-07,199,13,3819,1521
4707,Chandrika Bhat,Shilpa Devi,2024-11-15,270,3,6494,2580
4708,Savitha Kattimani,Naveen Raju,2023-11-20,96,27,4953,1966
4709,Mahesh Desai,Prasad Salian,2023-05-09,41,6,5236,2084
4710,Naveen Raju,Vidya Kumari,2024-11-16,45,5,826,342
4711,Ramesh Angadi,Radha Bagewadi,2024-03-20,329,12,3344,1337
4712,Sneha Shankar,Prasad Bhat,2023-03-01,180,1,,
4713,Vishwanath Nayak,Vidya Raju,2023-07-15,503,15,2347,940
4714,Pavan Rao,Hanumanthappa Savanur,2024-04-15,358,15,833,345
4715,Shivanand Kumar,Pavan Hegde,2023-12-09,71,3,478,204
4716,Renuka Bangera,Sunitha Shetty,2024-02-19,322,25,4599,1836
4717,Harish Kumari,Prasad Salian,2024-07-04,199,25,5375,2136
4718,Anand Bagewadi,Shivanand Meti,2023-11-18,272,24,10285,4332
4719,Chandrika Angadi,Saraswathi Poojary,2023-01-05,218,3,6711,2664
4720,Deepak Hegde,Latha Hosamani,2023-01-24,187,14,3880,1545
4721,Sachin Bhat,Suresh Ganiger,2024-10-05,529,6,1335,536
4722,Vishwanath Ganiger,Geetha Murthy,2023-01-07,474,4,,
4723,Prasad Rao,Shivanand Hosamani,2024-12-16,257,18,3567,1423
4724,Geetha Nayak,Ganesh Kambli,2023-11-28,397,21,621,260
4725,Sachin Joshi,Madhu Kambli,2024-03-02,74,30,,
4726,Jagadish Yadav,Shivanand Hosamani,2023-09-05,85,13,3780,1504
4727,Pooja Ganiger,Radha Reddy,2023-04-22,422,24,,
4728,Santosh Salian,Bharath Hegde,2024-10-11,417,20,6338,2522
4729,Prakash Savanur,Santosh Salian,2024-05-21,590,8,,
4730,Basavaraj Hosamani,Umesh Murthy,2024-08-31,434,14,5020,1995
4731,Asha Swamy,Vinay Kumar,2023-03-22,459,29,,
4732,Bharath Shankar,Shivanand Gowda,2024-02-24,222,29,1250,503
4733,Vasantha Bai,Ganesh Kattimani,2023-07-02,469,1,7232,2876
4734,Jyothi Yadav,Venkatesh Kattimani,2024-01-07,348,3,,
4735,Roopa Hegde,Manjunath Ganiger,2024-09-15,576,11,3213,1281
4736,Basavaraj Prasad,Jagadish Kumari,2024-01-19,586,17,6981,2778
4737,Yogesh Raju,Nandish Salian,2023-11-27,488,2,2040,813
4738,Darshan Bhat,Anand Naikar,2024-10-04,116,24,4622,1844
4739,Sagar Joshi,Rajesh Bagewadi,2024-05-09,600,19,11234,4775
4740,Prasad Salian,Venkatesh Ganiger,2024-04-28,205,20,6135,2442
4741,Padma Bagewadi,Srinivas Gowda,2023-11-06,528,12,3146,1255
4742,Santosh Gowda,Ravi Rao,2023-11-09,442,5,912,376
4743,Lakshman Ganiger,Renuka Prasad,2023-12-12,109,21,,
4744,Chetan Salian,Sneha Hiremath,2024-01-18,279,23,,
4745,Basavaraj Prasad,Ashok Hiremath,2024-04-18,333,24,4791,1905
4746,Anil Kumari,Vidya Naikar,2024-02-08,265,13,,
4747,Pooja Shetty,Nagesh Raju,2024-08-16,524,8,17932,8133
4748,Savitha Kattimani,Divya Kumari,2023-12-27,268,6,5221,2078
4749,Ramesh Bai,Madhu Savanur,2024-09-28,452,6,,
4750,Madhu Shetty,Priya Hiremath,2023-11-09,429,26,5320,2116
4751,Vinay Murthy,Srinivas Ganiger,2023-01-07,37,20,,
4752,Jagadish Kumari,Prasad Naikar,2023-02-13,308,11,3136,1252
4753,Vishwanath Rao,Meena Kambli,2023-11-23,257,29,,
4754,Manoj Shetty,Shilpa Naik,2024-09-13,500,4,19969,9146
4755,Shankar Hosamani,Shilpa Devi,2023-07-22,307,24,5432,2162
4756,Nagesh Murthy,Jyothi Patil,2024-04-09,553,10,,
4757,Rashmi Hegde,Deepa Reddy,2023-12-27,51,8,3761,1498
4758,Deepak Hegde,Shivanand Hosamani,2023-09-20,315,13,4057,1625
4759,Jyothi Poojary,Rekha Naik,2023-12-03,599,25,4532,1810
4760,Vasantha Naik,Sagar Lamani,2024-10-03,491,19,,
4761,Bharathi Hegde,Harish Lamani,2023-03-05,237,9,21307,9798
4762,Girish Kumar,Rajesh Acharya,2024-07-27,235,18,,
4763,Prakash Kumar,Priya Hiremath,2023-11-14,140,8,3627,1446
4764,Vinay Shankar,Meena Bangera,2023-04-10,129,27,,
4765,Hanumanthappa Savanur,Mahesh Gowda,2024-07-09,287,25,5547,2209
4766,Radha Swamy,Ambika Salian,2024-07-17,181,3,18013,8176
4767,Krishna Gowda,Arun Bai,2024-05-22,166,6,,
4768,Suresh Angadi,Vishwanath Naikar,2023-01-23,552,6,1480,590
4769,Bharath Hiremath,Ambika Patil,2024-06-02,598,11,,
4770,Pavan Bangera,Santosh Reddy,2023-06-29,500,19,,
4771,Divya Raju,Ashok Patil,2024-11-04,46,26,17488,7922
4772,Ramesh Bangera,Nandini Kambli,2024-05-13,390,8,,
4773,Basavaraj Prasad,Deepak Murthy,2024-03-27,40,9,,
4774,Jyothi Poojary,Ashok Poojary,2024-07-19,492,25,4541,1813
4775,Vidya Salian,Rajesh Kulkarni,2023-08-09,109,30,2355,944
4776,Radha Kumari,Jyothi Kambli,2024-02-09,234,2,106,45
4777,Manjunath Shankar,Rajesh Kattimani,2024-10-22,193,9,2442,979
4778,Chandrika Angadi,Suma Gowda,2023-12-16,511,21,6520,2589
4779,Hanumanthappa Kambli,Geetha Yadav,2024-07-30,588,27,,
4780,Mohan Lamani,Chandrika Gupta,2024-10-24,511,23,7289,2899
4781,Anitha Kulkarni,Rajesh Lamani,2024-07-14,209,27,2698,1085
4782,Parvathi Hosamani,Anil Rao,2023-05-01,336,9,,
4783,Vasantha Siddi,Prakash Bhat,2024-08-10,220,14,,
4784,Asha Kulkarni,Vishwanath Patil,2024-09-29,365,20,,
4785,Suma Ganiger,Renuka Swamy,2024-03-19,170,29,1208,486
4786,Anand Naikar,Manoj Acharya,2024-04-20,196,21,6496,2581
4787,Bharathi Kumar,Anand Savanur,2023-02-21,236,15,2328,931
4788,Vasantha Bangera,Geetha Lamani,2023-05-14,249,24,,
4789,Prasad Kambli,Krishna Meti,2024-12-26,530,2,184,78
4790,Nandini Desai,Renuka Bangera,2024-06-28,441,26,,
4791,Prasad Rao,Chandrika Joshi,2024-10-16,482,18,3648,1453
4792,Anand Bagewadi,Ashok Gupta,2023-11-17,547,18,,
4793,Vidya Raju,Srinivas Yadav,2023-09-27,277,21,6529,2593
4794,Ramesh Angadi,Krishna Salian,2024-06-22,508,17,,
4795,Chetan Prasad,Swathi Siddi,2024-10-12,477,22,,
4796,Sneha Rao,Vidya Hosamani,2024-01-06,496,1,,
4797,Suresh Hegde,Ganesh Nayak,2023-08-17,576,15,,
4798,Rashmi Patil,Jagadish Bagewadi,2024-11-20,374,3,21224,9753
4799,Pavan Naik,Nandish Murthy,2024-05-01,422,30,,
4800,Shilpa Lamani,Vishwanath Gupta,2024-05-12,136,6,,
4801,Shankar Hegde,Shivakumar Hegde,2024-10-17,255,27,,
4802,Chandrika Bhat,Renuka Gupta,2023-08-15,127,3,6601,2619
4803,Pushpa Naikar,Harish Kumari,2023-09-24,374,14,4091,1638
4804,Suma Gowda,Krishna Gowda,2023-10-03,327,11,3077,1228
4805,Sneha Joshi,Divya Reddy,2024-12-12,398,6,5932,2365
4806,Saraswathi Devi,Divya Swamy,2023-05-27,234,8,,
4807,Chandrika Joshi,Suresh Ganiger,2023-02-13,193,11,3047,1217
4808,Manoj Kambli,Savitha Salian,2023-03-20,242,26,,
4809,Priya Devi,Santosh Desai,2024-06-02,226,6,1198,480
4810,Sunitha Kattimani,Jagadish Lamani,2024-03-08,59,30,,
4811,Girish Bagewadi,Ganesh Kattimani,2024-09-21,419,10,2866,1150
4812,Pavan Naikar,Renuka Kumari,2023-01-28,104,18,3485,1391
4813,Vidya Raju,Suma Kambli,2023-01-04,324,3,6712,2664
4814,Santosh Gowda,Shivanand Hosamani,2024-07-10,223,15,1103,442
4815,Siddaraju Reddy,Nandish Kattimani,2023-02-10,258,10,2653,1065
4816,Siddaraju Gowda,Divya Kambli,2024-08-03,402,4,,
4817,Sharada Gupta,Saraswathi Shankar,2024-10-09,168,8,,
4818,Divya Bai,Madhu Raju,2024-02-23,148,15,,
4819,Ashok Kumari,Saraswathi Patil,2024-11-10,102,2,303,132
4820,Surya Hosamani,Shobha Murthy,2023-07-26,458,25,5521,2197
4821,Srinivas Prasad,Rajesh Kattimani,2023-06-18,303,25,,
4822,Jyothi Bhat,Bharathi Ganiger,2024-09-08,509,8,,
4823,Ramesh Kumar,Prasad Rao,2023-02-03,282,16,7159,2847
4824,Anand Naikar,Anand Savanur,2024-05-03,584,3,6531,2594
4825,Chetan Lamani,Chandrika Bhat,2024-01-18,565,20,6366,2532
4826,Anand Yadav,Shilpa Kattimani,2024-03-20,463,25,,
4827,Indira Devi,Asha Kulkarni,2024-11-11,166,14,,
4828,Surya Angadi,Manjunath Murthy,2024-07-09,419,17,,
4829,Deepak Bhat,Shivanand Siddi,2023-10-04,192,25,,
4830,Roopa Kulkarni,Bharath Hegde,2023-06-01,475,13,,
4831,Srinivas Murthy,Mahesh Kulkarni,2024-05-02,385,23,,
4832,Pavan Shetty,Renuka Bagewadi,2024-09-05,271,15,2546,1023
4833,Jagadish Naik,Shivanand Angadi,2023-03-15,73,8,,
4834,Gopal Naik,Bharathi Meti,2024-11-03,326,27,2761,1108
4835,Geetha Salian,Manoj Rao,2024-01-01,342,18,11582,4953
4836,Sagar Kattimani,Yogesh Acharya,2023-12-26,124,11,15670,6990
4837,Chetan Gupta,Yogesh Savanur,2024-03-16,137,18,,
4838,Shobha Bagewadi,Ashok Kumar,2024-04-21,61,3,,
4839,Prasad Salian,Pushpa Poojary,2024-12-12,176,6,5931,2365
4840,Bharath Kulkarni,Anil Murthy,2024-02-19,67,29,,
4841,Priya Swamy,Ramesh Kumar,2023-02-14,381,21,651,273
4842,Darshan Bhat,Geetha Bai,2023-04-29,561,25,4574,1826
4843,Madhu Hiremath,Sharada Rao,2024-06-16,165,9,,
4844,Nandish Reddy,Pushpa Hosamani,2024-12-28,449,27,,
4845,Sunitha Naikar,Darshan Gowda,2024-08-07,39,11,,
4846,Manjunath Shankar,Jyothi Kambli,2023-03-23,327,30,2592,1042
4847,Prakash Kulkarni,Surya Hiremath,2023-01-05,328,20,,
4848,Sachin Joshi,Padma Kumari,2024-04-18,69,20,,
4849,Sachin Shetty,Vishwanath Nayak,2024-09-13,497,15,2312,926
4850,Girish Bhat,Deepa Bagewadi,2024-08-17,361,27,,
4851,Swathi Bhat,Divya Kumari,2024-11-03,549,17,7043,2801
4852,Manoj Acharya,Girish Kambli,2023-11-26,273,28,5057,2012
4853,Vidya Raju,Rekha Naik,2023-10-22,555,3,6658,2641
4854,Vidya Raju,Bharath Shankar,2023-04-26,542,3,6733,2671
4855,Girish Kambli,Anand Nayak,2023-11-19,152,9,,
4856,Yogesh Bhat,Shivanand Angadi,2023-03-31,598,28,5108,2034
4857,Basavaraj Prasad,Chandrika Bhat,2024-11-04,523,24,4684,1866
4858,Vishwanath Naikar,Chetan Kumari,2024-07-26,373,7,1686,670
4859,Chandrika Shankar,Renuka Kumari,2023-02-27,365,1,7239,2880
