txn_id,sender_name,receiver_name,amount,txn_date,txn_type,linked_case_id,linked_accused_id,is_suspicious
8160,Sagar Murthy,Siddaraju Joshi,6820.92,2024-03-23,Cash,,,0
8161,Arun Yadav,Nandish Salian,2597.74,2023-07-24,NEFT,928,2316,0
8162,Siddaraju Salian,Chetan Bagewadi,17227.38,2023-11-14,IMPS,,,0
8163,Ramesh Bagewadi,Geetha Bai,176474.81,2024-07-25,UPI,2366,5934,1
8164,Kamala Gupta,Venkatesh Bhat,10440.19,2024-06-29,IMPS,7969,17595,0
8165,Gopal Naik,Darshan Bhat,30155.55,2024-01-15,UPI,1126,2811,1
8166,Harish Kumari,Geetha Nayak,24379.66,2023-11-30,NEFT,2247,5639,1
8167,Anil Naikar,Ashok Patil,16147.88,2024-03-24,IMPS,503,1249,0
8168,Anil Bhat,Kumaraswamy Hegde,34232.24,2023-01-03,Cash,1855,4653,1
8169,Asha Kumari,Rashmi Shankar,12379.98,2024-11-13,NEFT,,,1
8170,Shivanand Gowda,Shobha Kulkarni,10538.58,2023-10-21,UPI,1616,4037,0
8171,Parvathi Kumari,Arun Lamani,24379.03,2024-09-23,UPI,,,0
8172,Anand Yadav,Santosh Gowda,500,2024-04-02,IMPS,2007,5046,1
8173,Chandrashekar Desai,Pushpa Gowda,10266.08,2024-03-07,UPI,1825,4569,0
8174,Divya Rao,Shivakumar Hegde,6383.66,2024-06-25,NEFT,688,1735,0
8175,Nagaraj Bhat,Mahesh Gupta,47407.07,2024-12-13,Cash,6412,14478,0
8176,Anitha Siddi,Mohan Bagewadi,65774.33,2024-11-27,Cash,295,709,0
8177,Ramesh Lamani,Rajesh Kattimani,6132.73,2023-06-13,IMPS,2430,6110,0
8178,Umesh Angadi,Santosh Salian,32203.26,2023-08-20,Cash,41,98,0
8179,Kamala Ganiger,Girish Kumar,54664.85,2024-10-08,IMPS,,,0
8180,Deepak Kattimani,Swathi Reddy,30011.38,2023-09-11,Cash,3506,8593,0
8181,Pushpa Nayak,Vishwanath Swamy,2932.35,2023-03-09,UPI,,,0
8182,Chandrika Ganiger,Ravi Poojary,8862.32,2023-10-06,UPI,9136,19945,0
8183,Ganesh Ganiger,Rajesh Kulkarni,14079.75,2024-08-07,IMPS,1834,4594,1
8184,Rajesh Murthy,Harish Acharya,665.55,2023-06-18,UPI,4667,10996,0
8185,Rajesh Hegde,Latha Swamy,12329.75,2023-06-30,IMPS,,,0
8186,Nagaraj Acharya,Shivanand Kulkarni,21489.58,2024-02-12,IMPS,,,1
8187,Swathi Bai,Santosh Devi,2935.53,2023-02-15,IMPS,,,0
8188,Saraswathi Meti,Jyothi Gowda,2031.44,2024-10-22,NEFT,,,0
8189,Madhu Prasad,Anitha Patil,2365.28,2024-10-31,Cash,684,1723,0
8190,Ambika Patil,Manjunath Bagewadi,3663.01,2024-11-18,Cash,644,1614,0
8191,Shankar Swamy,Anitha Ganiger,42488.99,2023-05-15,NEFT,,,0
8192,Priya Hiremath,Shivanand Shankar,18257.7,2024-09-24,IMPS,7202,16108,0
8193,Suresh Acharya,Sagar Patil,1245.47,2023-11-10,NEFT,,,0
8194,Bharath Prasad,Basavaraj Acharya,27435.33,2024-03-13,Cash,3805,9206,1
8195,Shivakumar Kumari,Ambika Kulkarni,15838.13,2024-04-21,Cash,2542,6392,0
8196,Prakash Kulkarni,Vidya Raju,1757.31,2023-10-01,UPI,334,802,1
8197,Venkatesh Gupta,Priya Lamani,47932.13,2023-03-02,IMPS,3017,7581,0
8198,Prasad Bagewadi,Krishna Yadav,4940.18,2023-11-18,IMPS,4992,11660,0
8199,Anand Kambli,Deepa Raju,8638.73,2024-08-26,IMPS,,,1
8200,Chandrika Gupta,Chandrika Bhat,9528.71,2023-10-12,UPI,2781,6989,1
8201,Yashodha Ganiger,Shivakumar Hegde,10930.83,2023-12-11,Cash,527,1310,0
8202,Priya Devi,Basavaraj Gowda,479238.32,2023-07-02,Cash,599,1505,0
8203,Pavan Shetty,Yogesh Naikar,7731.11,2024-02-20,Cash,,,1
8204,Suresh Angadi,Venkatesh Kumar,23923.87,2024-09-29,Cash,,,0
8205,Gopal Shetty,Priya Swamy,2357.48,2024-06-14,Cash,,,0
8206,Shivakumar Siddi,Saraswathi Swamy,12470.52,2024-12-09,Cash,,,0
8207,Shobha Raju,Mangala Naik,798.71,2024-10-27,NEFT,9735,21182,0
8208,Shobha Meti,Renuka Kumar,4963.99,2024-04-23,NEFT,,,0
8209,Savitha Shankar,Rashmi Bangera,108632.98,2024-02-07,IMPS,,,0
8210,Sneha Shetty,Asha Rao,1806349.95,2024-03-19,IMPS,,,0
8211,Umesh Lamani,Bharathi Hegde,8547.92,2023-12-11,IMPS,4279,10166,0
8212,Madhu Desai,Suresh Hegde,130097.95,2024-07-03,UPI,,,1
8213,Ganesh Ganiger,Suma Meti,6447.42,2023-11-24,Cash,1851,4642,0
8214,Shivanand Shankar,Prakash Prasad,31056.05,2024-12-14,UPI,9757,21233,0
8215,Venkatesh Lamani,Vinay Reddy,1623.61,2024-11-29,NEFT,,,0
8216,Basavaraj Bai,Rashmi Prasad,241742.89,2024-05-28,UPI,,,0
8217,Deepak Hegde,Anil Bhat,783.99,2023-02-24,UPI,1611,4026,0
8218,Vinay Joshi,Manjunath Patil,42373.34,2024-09-20,IMPS,,,0
8219,Asha Prasad,Rashmi Shetty,5766.56,2023-11-29,UPI,,,0
8220,Ramesh Angadi,Kiran Ganiger,10865.23,2024-04-17,UPI,1215,3039,1
8221,Pooja Acharya,Deepa Kumari,4907.31,2023-02-20,IMPS,,,1
8222,Naveen Raju,Nandish Salian,25634.98,2023-02-03,IMPS,2489,6252,0
8223,Lakshman Meti,Anitha Siddi,7821.87,2024-08-30,UPI,1196,2989,0
8224,Suresh Nayak,Padma Bangera,177364.73,2024-06-04,Cash,241,569,0
8225,Pushpa Bagewadi,Shobha Kumari,1090.73,2024-06-16,UPI,,,0
8226,Anil Naikar,Prakash Kumar,500,2023-07-08,Cash,451,1129,0
8227,Priya Hiremath,Chandrika Shankar,2923.72,2023-04-10,NEFT,2293,5751,1
8228,Sharada Kumari,Darshan Acharya,68897.26,2023-12-05,Cash,,,0
8229,Sharada Desai,Umesh Angadi,1205.44,2023-08-26,Cash,643,1610,0
8230,Sagar Hiremath,Geetha Angadi,13010.49,2024-01-17,IMPS,8976,19619,0
8231,Jagadish Yadav,Vidya Kumari,4745.56,2024-04-13,Cash,1521,3816,1
8232,Parvathi Angadi,Asha Gupta,81194.91,2024-02-20,Cash,4140,9884,0
8233,Sagar Prasad,Mohan Ganiger,500,2024-03-29,UPI,,,0
8234,Pooja Reddy,Vidya Bangera,37953.12,2024-08-29,NEFT,1942,4886,0
8235,Ganesh Kambli,Shobha Murthy,7083.94,2023-05-26,IMPS,925,2309,1
8236,Harish Salian,Lakshman Hiremath,500,2023-02-15,UPI,,,0
8237,Krishna Desai,Krishna Devi,109246.84,2023-06-11,Cash,,,0
8238,Arun Bai,Sachin Meti,9807.94,2024-10-29,UPI,,,1
8239,Prasad Naikar,Mangala Swamy,2084.34,2024-02-26,IMPS,796,1994,0
8240,Yashodha Naik,Srinivas Siddi,83119.35,2024-12-15,NEFT,525,1303,1
8241,Suresh Naikar,Darshan Reddy,44305.77,2024-07-13,UPI,,,0
8242,Geetha Lamani,Anand Naik,751.81,2023-04-30,Cash,,,0
8243,Kamala Kattimani,Geetha Swamy,4871.09,2023-04-12,UPI,,,0
8244,Shankar Kumar,Jyothi Desai,6052.77,2024-01-04,NEFT,7043,15793,0
8245,Deepa Kambli,Latha Kambli,497920.56,2024-05-24,NEFT,,,0
8246,Ganesh Bangera,Jagadish Kambli,26084.41,2023-04-07,NEFT,626,1579,0
8247,Priya Meti,Rajeshwari Raju,1799.46,2023-08-29,IMPS,,,0
8248,Arun Desai,Nandish Poojary,26654.94,2023-06-05,UPI,,,0
8249,Gopal Savanur,Nagesh Bai,4657.3,2024-10-13,NEFT,4607,10875,0
8250,Chetan Prasad,Hanumanthappa Savanur,1227.95,2023-09-23,IMPS,,,0
8251,Meena Gowda,Shobha Ganiger,18038.16,2023-10-09,IMPS,9006,19682,0
8252,Jagadish Hegde,Bharathi Savanur,55657.89,2024-11-23,IMPS,1679,4197,0
8253,Pavan Yadav,Nagaraj Acharya,44585.27,2024-10-04,NEFT,,,0
8254,Sneha Naikar,Yogesh Naikar,14794.25,2023-08-21,Cash,5689,13067,0
8255,Santosh Nayak,Arun Yadav,27191.67,2023-03-20,NEFT,2680,6747,1
8256,Anand Nayak,Kavitha Patil,4436.57,2023-10-23,Cash,,,0
8257,Shivakumar Salian,Savitha Shetty,15670.57,2023-03-28,Cash,9086,19844,0
8258,Geetha Nayak,Suresh Ganiger,4282.42,2024-09-06,IMPS,246,583,0
8259,Ashok Prasad,Ganesh Prasad,290412.28,2024-08-04,UPI,,,1
8260,Indira Rao,Swathi Bhat,23233.63,2024-06-21,IMPS,2078,5223,1
8261,Hanumanthappa Salian,Jyothi Poojary,36026.25,2024-06-23,Cash,1029,2561,0
8262,Mangala Lamani,Ramesh Bagewadi,500,2024-10-20,Cash,1064,2650,0
8263,Anil Gupta,Manoj Devi,6127.54,2023-12-12,UPI,,,0
8264,Kiran Patil,Latha Hosamani,16719.35,2024-06-08,IMPS,830,2078,0
8265,Parvathi Kattimani,Pushpa Hosamani,5646.03,2023-02-26,NEFT,,,0
8266,Chetan Hegde,Arun Yadav,29361.5,2023-07-15,UPI,9980,21677,0
8267,Arun Gowda,Ambika Hegde,2154528.47,2024-03-27,UPI,,,0
8268,Nandish Shankar,Radha Patil,10636.52,2023-05-11,UPI,,,1
8269,Manoj Kambli,Lakshmi Siddi,3073.06,2024-06-12,UPI,,,0
8270,Deepa Lamani,Gopal Rao,76633.67,2023-10-07,IMPS,8973,19610,0
8271,Anand Gowda,Ashok Hiremath,211855.74,2023-03-17,NEFT,,,0
8272,Surya Raju,Manjunath Savanur,41601.96,2024-03-29,IMPS,,,0
8273,Chandrashekar Bai,Savitha Nayak,1021.26,2024-01-12,IMPS,,,0
8274,Girish Meti,Kamala Prasad,25618.27,2024-01-03,NEFT,,,0
8275,Shilpa Kattimani,Anil Savanur,44964.88,2024-02-28,Cash,,,1
8276,Chetan Kambli,Srinivas Yadav,206571.96,2024-01-13,NEFT,,,0
8277,Jyothi Bangera,Anil Gupta,6968.14,2024-01-08,IMPS,,,0
8278,Shivanand Hosamani,Kiran Ganiger,177352.42,2023-06-28,UPI,989,2465,0
8279,Renuka Bagewadi,Shobha Murthy,88278.41,2023-01-24,IMPS,32,75,0
8280,Rekha Siddi,Ravi Desai,2577.83,2024-12-31,Cash,,,0
8281,Radha Reddy,Jagadish Naik,51900.61,2024-02-02,Cash,1318,3293,0
8282,Kavitha Lamani,Mohan Ganiger,750.14,2023-02-10,UPI,,,0
8283,Surya Hosamani,Ganesh Ganiger,24171.81,2024-03-03,NEFT,2204,5535,1
8284,Gopal Prasad,Darshan Kattimani,116232.9,2024-09-25,IMPS,2724,6851,0
8285,Venkatesh Desai,Santosh Joshi,500,2024-06-05,IMPS,,,0
8286,Sneha Joshi,Yogesh Bhat,353297.56,2024-12-12,UPI,2397,6012,0
8287,Shivanand Desai,Jagadish Kumari,21243.11,2023-11-17,IMPS,1762,4407,1
8288,Shilpa Angadi,Nagesh Gowda,14395.6,2023-11-20,NEFT,,,0
8289,Vasantha Angadi,Siddaraju Joshi,45993.58,2023-05-24,Cash,1635,4081,0
8290,Padma Gowda,Yogesh Devi,231178.11,2024-05-18,IMPS,2277,5710,1
8291,Suresh Ganiger,Ganesh Kattimani,5391.14,2024-08-19,Cash,2312,5792,0
8292,Girish Naikar,Venkatesh Shankar,10379.16,2024-01-12,NEFT,,,0
8293,Ganesh Murthy,Renuka Gupta,734.35,2023-09-24,Cash,1935,4871,1
8294,Basavaraj Ganiger,Umesh Angadi,10499.88,2023-01-26,UPI,340,820,0
8295,Vishwanath Naikar,Asha Kumar,5838.0,2023-05-13,IMPS,,,0
8296,Parvathi Bhat,Shobha Hosamani,500,2023-01-18,NEFT,,,0
8297,Chetan Naik,Divya Raju,21943.42,2023-12-02,UPI,,,1
8298,Pushpa Yadav,Nandish Bangera,1029.04,2024-12-07,IMPS,3236,8017,1
8299,Gopal Kumar,Meena Gowda,10941.3,2023-07-14,Cash,,,0
8300,Chetan Hiremath,Prasad Bhat,27857.74,2023-10-09,Cash,,,0
8301,Darshan Salian,Vasantha Yadav,79060.77,2023-11-12,NEFT,,,0
8302,Naveen Meti,Prasad Salian,767.34,2024-09-29,NEFT,69,164,1
8303,Venkatesh Naikar,Sunitha Nayak,20376.1,2024-02-04,UPI,6537,14743,0
8304,Chandrika Shetty,Santosh Siddi,23339.36,2024-09-20,IMPS,2,5,0
8305,Vasantha Gupta,Roopa Raju,500,2024-11-19,UPI,258,618,0
8306,Srinivas Yadav,Ashok Hiremath,11798.83,2023-10-24,IMPS,2407,6043,1
8307,Ganesh Gowda,Yogesh Ganiger,4862.52,2024-11-08,NEFT,,,0
8308,Hanumanthappa Reddy,Geetha Bai,5076.03,2023-12-28,UPI,,,0
8309,Renuka Kumari,Madhu Devi,11576.02,2023-08-08,Cash,1416,3551,0
8310,Shivakumar Kumari,Ashok Hiremath,22382.23,2023-03-21,NEFT,2528,6353,1
8311,Suma Hosamani,Sachin Kulkarni,22097.27,2024-07-17,UPI,,,0
8312,Prasad Salian,Pooja Shetty,1539.0,2024-01-12,IMPS,2442,6135,1
8313,Anand Nayak,Basavaraj Swamy,3014.3,2024-03-26,NEFT,852,2123,1
8314,Hanumanthappa Reddy,Anil Ganiger,202294.57,2024-12-21,IMPS,1929,4852,0
8315,Kumaraswamy Joshi,Divya Raju,514692.66,2024-04-05,NEFT,,,0
8316,Padma Gowda,Vidya Salian,1003.73,2023-11-10,UPI,2398,6013,1
8317,Rajesh Kulkarni,Manjunath Yadav,500,2023-12-25,UPI,1218,3051,0
8318,Siddaraju Raju,Manoj Gupta,829625.46,2024-11-03,IMPS,,,0
8319,Chetan Gupta,Ambika Nayak,2876.66,2023-08-26,NEFT,1769,4428,1
8320,Anand Bagewadi,Shobha Shetty,23217.0,2024-02-19,NEFT,,,0
8321,Anil Bhat,Shivanand Desai,500,2024-07-13,IMPS,1807,4524,0
8322,Sneha Reddy,Chandrashekar Raju,1272.66,2024-09-06,NEFT,,,0
8323,Krishna Meti,Vinay Swamy,144828.1,2023-01-03,UPI,1545,3881,1
8324,Suresh Salian,Savitha Naikar,3019.42,2023-08-01,Cash,,,0
8325,Harish Kumari,Saraswathi Patil,500,2023-03-04,Cash,2134,5368,1
8326,Asha Shetty,Jyothi Savanur,16926.29,2024-03-29,Cash,,,0
8327,Santosh Nayak,Mahesh Ganiger,2178.43,2024-06-30,NEFT,2565,6451,1
8328,Ramesh Gupta,Mangala Nayak,24866.87,2023-05-24,UPI,8670,19012,1
8329,Anand Murthy,Santosh Angadi,995.64,2023-11-08,UPI,,,0
8330,Ramesh Naik,Kumaraswamy Hegde,35974.81,2024-06-07,IMPS,1786,4467,1
8331,Chandrika Shankar,Suresh Nayak,34450.79,2023-12-18,UPI,2932,7374,0
8332,Siddaraju Hosamani,Suma Shankar,5537.75,2023-03-18,IMPS,,,0
8333,Siddaraju Prasad,Siddaraju Prasad,15655.76,2024-12-15,IMPS,1565,3926,1
8334,Shivanand Gowda,Ashok Hiremath,22477.09,2023-05-16,UPI,1627,4062,0
8335,Arun Prasad,Mahesh Kambli,79044.8,2023-01-14,NEFT,,,0
8336,Bharath Shankar,Meena Salian,12351.64,2023-05-03,NEFT,,,0
8337,Padma Bangera,Ganesh Yadav,3352.64,2024-04-21,UPI,,,1
8338,Pushpa Murthy,Shilpa Reddy,102429.62,2024-10-31,NEFT,,,1
8339,Hanumanthappa Bai,Mahesh Gupta,33380.29,2024-10-25,Cash,2816,7083,0
8340,Arun Shankar,Madhu Kumari,3113.89,2024-01-30,IMPS,6584,14830,1
8341,Lakshmi Angadi,Harish Kattimani,1481.66,2023-09-14,UPI,,,0
8342,Jyothi Shankar,Madhu Kulkarni,2524.72,2023-01-31,UPI,299,718,0
8343,Hanumanthappa Kattimani,Bharath Siddi,6771.16,2023-09-22,IMPS,1353,3393,0
8344,Yashodha Gowda,Surya Siddi,586.41,2024-10-14,Cash,,,1
8345,Ashok Bai,Sunitha Hiremath,3218.02,2023-12-02,IMPS,,,0
8346,Manjunath Savanur,Nandish Hiremath,8260.25,2024-04-11,UPI,4322,10258,0
8347,Yogesh Yadav,Ashok Poojary,63109.44,2023-04-16,Cash,2788,7007,0
8348,Arun Reddy,Ashok Devi,1132.69,2023-03-21,UPI,,,0
8349,Rekha Poojary,Kumaraswamy Acharya,22520.05,2023-02-02,UPI,,,0
8350,Suresh Naikar,Sachin Naik,1425.45,2023-01-02,NEFT,,,0
8351,Yashodha Poojary,Chandrashekar Desai,19960.06,2024-04-18,Cash,,,0
8352,Ganesh Kattimani,Vasantha Swamy,1656.13,2023-06-16,UPI,,,0
8353,Srinivas Lamani,Harish Kulkarni,96349.51,2024-09-08,NEFT,9411,20511,0
8354,Chetan Lamani,Hanumanthappa Shetty,6407.51,2024-05-25,Cash,500,1243,0
8355,Mahesh Bhat,Savitha Bai,18190.34,2023-01-09,IMPS,1635,4079,0
8356,Roopa Shetty,Krishna Bhat,3604.21,2024-01-19,NEFT,,,0
8357,Madhu Poojary,Rajeshwari Bagewadi,21007.93,2023-06-14,Cash,,,0
8358,Vasantha Devi,Indira Kumar,242943.61,2023-03-21,UPI,,,0
8359,Shivanand Hosamani,Saraswathi Poojary,19738.52,2024-12-27,UPI,913,2281,0
8360,Basavaraj Murthy,Anand Hegde,4992.75,2024-05-24,Cash,,,0
8361,Madhu Kattimani,Shivakumar Bagewadi,1135.54,2024-10-08,NEFT,3593,8775,0
8362,Padma Bangera,Meena Murthy,16670.82,2023-06-12,IMPS,1140,2840,1
8363,Lakshman Bangera,Prakash Joshi,100926.92,2024-03-08,UPI,3988,9569,0
8364,Anil Bhat,Yogesh Raju,4650.36,2024-04-14,NEFT,1899,4776,0
8365,Shankar Joshi,Gopal Yadav,500,2024-12-19,Cash,,,0
8366,Hanumanthappa Prasad,Pooja Hiremath,14793.28,2023-01-05,NEFT,,,0
8367,Siddaraju Reddy,Girish Kumar,1050.79,2023-10-27,UPI,1066,2657,1
8368,Ravi Rao,Manjunath Bai,2330.48,2023-09-09,Cash,52,129,0
8369,Santosh Desai,Shobha Murthy,1196.28,2024-07-22,UPI,1853,4646,1
8370,Vinay Kumari,Mahesh Joshi,1331.29,2023-09-17,NEFT,,,0
8371,Indira Bagewadi,Bharathi Meti,3312.05,2023-09-30,IMPS,203,475,0
8372,Shilpa Kulkarni,Bharath Hosamani,1206.18,2023-06-25,UPI,,,0
8373,Latha Hosamani,Suresh Nayak,2718.15,2023-02-04,Cash,2264,5681,0
8374,Kiran Nayak,Anil Bhat,3331.62,2024-11-03,IMPS,2005,5040,0
8375,Suma Meti,Ambika Nayak,2897.99,2024-07-20,Cash,2027,5092,0
8376,Rekha Naik,Jyothi Joshi,10937.92,2024-01-22,UPI,2487,6247,0
8377,Jyothi Poojary,Pushpa Poojary,21417.78,2024-11-28,UPI,1841,4613,0
8378,Radha Prasad,Yogesh Raju,500,2023-05-15,NEFT,1562,3918,1
8379,Rajeshwari Nayak,Deepak Kumar,225009.27,2024-03-19,IMPS,,,1
8380,Prasad Rao,Kiran Hegde,822.65,2023-09-29,Cash,,,0
8381,Mahesh Gowda,Santosh Gowda,2121.99,2023-03-21,NEFT,1382,3463,1
8382,Renuka Kumari,Naveen Meti,21003.15,2024-03-18,UPI,277,661,0
8383,Manoj Gowda,Mangala Gowda,500,2024-11-07,UPI,,,1
8384,Bharath Hegde,Shivakumar Hegde,32055.28,2023-06-10,UPI,2570,6463,0
8385,Saraswathi Patil,Ashok Kumari,3530.73,2024-11-05,UPI,2878,7235,1
8386,Gopal Angadi,Swathi Hosamani,890.04,2024-10-05,Cash,6561,14790,0
8387,Manoj Lamani,Rajesh Kumari,5000000,2024-04-27,UPI,1872,4700,0
8388,Anand Gowda,Yogesh Desai,633.89,2024-05-28,IMPS,,,0
8389,Kamala Angadi,Geetha Rao,500,2023-10-29,Cash,8170,18003,0
8390,Arun Shetty,Renuka Kulkarni,29716.15,2024-08-21,NEFT,402,985,0
8391,Prasad Kumar,Kavitha Acharya,41424.3,2024-03-20,UPI,288,694,1
8392,Priya Hiremath,Nagesh Kumari,8375.72,2024-04-14,IMPS,2278,5715,1
8393,Divya Bangera,Ramesh Poojary,560.09,2023-02-12,IMPS,5518,12735,0
8394,Mohan Hiremath,Yashodha Acharya,3046.2,2023-04-13,UPI,6257,14191,0
8395,Hanumanthappa Kattimani,Bharathi Hiremath,15545.14,2024-09-06,NEFT,,,0
8396,Anitha Kulkarni,Pavan Shetty,110365.36,2024-05-13,NEFT,1166,2910,1
8397,Umesh Kulkarni,Madhu Bagewadi,6376.07,2024-08-15,UPI,300,723,0
8398,Priya Hiremath,Manjunath Naikar,3562.97,2023-07-14,IMPS,,,0
8399,Ravi Rao,Basavaraj Ganiger,35839.25,2023-06-20,IMPS,7,16,0
8400,Pooja Shetty,Saraswathi Poojary,166480.58,2024-12-03,NEFT,323,782,1
8401,Shivakumar Kumari,Suma Meti,1507.76,2024-09-02,Cash,2444,6142,0
8402,Jyothi Poojary,Roopa Angadi,186741.97,2023-10-16,IMPS,1827,4576,0
8403,Ganesh Kattimani,Suresh Ganiger,6823.93,2024-02-05,Cash,2248,5645,0
8404,Nandish Salian,Gopal Hiremath,983.46,2023-07-03,Cash,,,0
8405,Jyothi Kambli,Santosh Nayak,2813.37,2024-11-19,IMPS,4124,9851,0
8406,Sagar Bhat,Sneha Rao,22077.13,2024-04-04,Cash,4611,10883,0
8407,Suresh Meti,Girish Joshi,1062.89,2024-10-09,IMPS,,,0
8408,Srinivas Siddi,Umesh Angadi,12951.96,2024-12-22,Cash,2677,6741,0
8409,Vinay Swamy,Shivakumar Kumar,33744.7,2024-07-07,IMPS,1106,2756,0
8410,Pavan Joshi,Ramesh Hosamani,2821.67,2023-11-05,NEFT,,,0
8411,Renuka Bangera,Chetan Naikar,1686609.81,2024-10-28,UPI,9110,19888,0
8412,Srinivas Yadav,Prasad Rao,500,2024-03-14,NEFT,2415,6065,1
8413,Kavitha Naik,Ambika Gowda,500,2023-10-19,UPI,,,1
8414,Shivakumar Hegde,Gopal Gowda,500,2024-02-15,IMPS,2662,6706,1
8415,Sagar Siddi,Kamala Shetty,5666.56,2023-12-22,Cash,,,0
8416,Nagesh Bai,Radha Ganiger,2870.22,2023-11-27,IMPS,2567,6457,0
8417,Surya Angadi,Sagar Kulkarni,79099.53,2023-10-10,UPI,1463,3672,0
8418,Nagaraj Lamani,Ashok Patil,13984.19,2024-12-03,NEFT,2326,5831,1
8419,Shilpa Bangera,Chandrashekar Raju,3823.05,2023-06-23,UPI,,,0
8420,Madhu Rao,Meena Hiremath,767.62,2023-02-28,Cash,,,0
8421,Ramesh Hosamani,Anand Poojary,40516.41,2024-11-15,IMPS,,,0
8422,Arun Hegde,Renuka Savanur,2057.22,2024-11-05,Cash,653,1638,1
8423,Shilpa Kattimani,Santosh Gowda,19370.58,2024-12-02,NEFT,118,273,0
8424,Santosh Desai,Prasad Salian,57735.46,2023-02-28,UPI,1858,4661,0
8425,Sagar Joshi,Pooja Shetty,63598.22,2023-11-26,UPI,1225,3066,0
8426,Indira Bagewadi,Venkatesh Shankar,3770.2,2024-02-14,IMPS,,,0
8427,Vidya Kattimani,Padma Gowda,901.18,2024-10-28,IMPS,,,0
8428,Kumaraswamy Hegde,Priya Kumari,38962.53,2023-05-09,NEFT,1523,3822,0
8429,Shivakumar Kumari,Nandini Swamy,1931.3,2023-12-15,NEFT,2528,6353,0
8430,Rekha Hiremath,Ravi Shankar,169309.14,2024-08-21,NEFT,,,0
8431,Padma Kumar,Krishna Hegde,307754.2,2024-03-31,Cash,,,0
8432,Priya Swamy,Rekha Bhat,1339.16,2023-11-02,UPI,,,0
8433,Renuka Kulkarni,Ashok Patil,4466.0,2023-12-31,NEFT,1443,3620,0
8434,Roopa Hegde,Prasad Salian,1235.66,2024-02-26,IMPS,1307,3272,0
8435,Shivanand Hosamani,Anand Nayak,198646.76,2024-08-03,IMPS,843,2104,0
8436,Divya Siddi,Jyothi Murthy,27470.5,2023-07-27,IMPS,,,0
8437,Pavan Naikar,Mahesh Gupta,28162.78,2024-12-13,IMPS,1406,3522,1
8438,Suresh Acharya,Siddaraju Reddy,500,2024-06-24,Cash,1373,3443,0
8439,Shobha Shetty,Darshan Angadi,9834.8,2024-03-10,IMPS,1212,3030,0
8440,Prasad Yadav,Radha Murthy,34744.31,2024-01-26,Cash,,,0
8441,Swathi Bhat,Renuka Kulkarni,7040.63,2024-09-20,NEFT,2758,6932,1
8442,Ramesh Naik,Yogesh Yadav,19634.69,2023-06-17,Cash,1732,4327,0
8443,Suresh Hegde,Yogesh Naikar,500,2024-08-20,NEFT,,,1
8444,Harish Naik,Prasad Lamani,1160.63,2023-09-26,NEFT,5953,13594,1
8445,Arun Hegde,Deepa Kattimani,2202.31,2024-06-02,UPI,648,1625,1
8446,Jagadish Swamy,Shivakumar Patil,12034.69,2023-12-29,IMPS,1891,4755,1
8447,Suresh Kumar,Pooja Gupta,37669.61,2024-06-11,Cash,,,0
8448,Shivanand Nayak,Ambika Ganiger,937.13,2023-02-03,Cash,,,0
8449,Hanumanthappa Savanur,Renuka Swamy,90067.42,2023-12-06,UPI,2250,5648,0
8450,Anil Hegde,Girish Savanur,500,2023-01-30,Cash,6015,13725,0
8451,Bharathi Kumar,Manoj Bai,6690.71,2024-04-17,IMPS,1004,2497,1
8452,Bharath Salian,Lakshman Kumari,23416.71,2024-08-17,UPI,,,1
8453,Nandish Hiremath,Jagadish Yadav,92678.79,2024-08-14,NEFT,869,2163,0
8454,Divya Kumari,Indira Bagewadi,20201.76,2023-06-26,NEFT,2907,7311,1
8455,Gopal Angadi,Bharathi Swamy,49423.03,2024-10-24,UPI,,,0
8456,Surya Siddi,Shivanand Patil,7222.17,2023-08-08,UPI,1286,3224,0
8457,Darshan Bhat,Harish Kumari,258899.42,2024-01-22,Cash,1803,4517,0
8458,Vishwanath Devi,Savitha Yadav,136969.79,2023-01-04,IMPS,567,1411,1
8459,Mangala Raju,Bharath Gupta,614317.25,2024-06-14,Cash,4496,10635,0
8460,Rajesh Kulkarni,Harish Nayak,39925.87,2023-10-18,IMPS,,,0
8461,Srinivas Gowda,Radha Raju,5155.46,2024-09-19,NEFT,2551,6416,0
8462,Gopal Murthy,Deepa Patil,6806.56,2023-04-27,IMPS,671,1691,0
8463,Chandrika Gupta,Vidya Kattimani,37125.68,2023-08-17,IMPS,2799,7035,1
8464,Suresh Ganiger,Sunitha Patil,2199.97,2024-04-20,NEFT,2293,5753,1
8465,Ganesh Kattimani,Venkatesh Ganiger,500,2023-10-11,Cash,2146,5394,0
8466,Naveen Hiremath,Chetan Kattimani,2605.14,2024-08-29,NEFT,,,0
8467,Asha Prasad,Naveen Bai,18995.13,2023-01-15,NEFT,,,0
8468,Yashodha Shankar,Sagar Hiremath,13731.3,2024-04-23,Cash,2472,6210,0
8469,Lakshmi Angadi,Ambika Gowda,10368.99,2023-09-05,IMPS,,,0
8470,Basavaraj Patil,Sunitha Kattimani,23242.63,2024-06-05,UPI,,,0
8471,Chetan Salian,Vinay Meti,500,2023-07-16,NEFT,,,0
8472,Gopal Gowda,Jyothi Desai,25590.03,2024-02-22,Cash,2829,7117,1
8473,Saraswathi Patil,Rajesh Kattimani,6395.17,2023-09-03,Cash,2876,7231,1
8474,Manoj Acharya,Prakash Shankar,122557.56,2024-12-29,NEFT,,,0
