CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
5068,400270283202405068,202402485,2024-11-01,215,283,4,1,3,6,2,,2024-11-01 03:59:33,2024-11-01 06:59:33,2024-11-01 15:59:33,16.3112,77.3077,"On 01-11-2024, a group of accused led by Deepa Devi committed robbery at Railway Station Area, Raichur, threatening Jagadish Bagewadi with weapons and looting Rs.129,777. Complaint filed by Jagadish Bagewadi."
5069,800250259202305069,202302584,2023-04-19,2090,259,3,1,8,25,1,,2023-04-19 16:12:41,2023-04-19 18:12:41,2023-04-19 23:12:41,13.2306,78.0466,"Victim Rajesh Naikar reported that on 19-04-2023, accused Surya Hosamani committed sexual assault at Market Area, Kolar. Medical examination conducted at Victoria Hospital. Case registered under relevant sections."
5070,300150152202405070,202402486,2024-06-27,1923,152,2,1,2,4,1,,2024-06-24 11:29:40,2024-06-24 12:29:40,2024-06-24 23:29:40,14.8157,75.2964,"On 24-06-2024, at Main Road, Haveri, accused Ganesh Devi attempted to murder Vidya Hiremath by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to Manipal Hospital. Case registered on complaint of Nandish Hosamani."
5071,300120120202405071,202402487,2024-12-21,1659,120,2,2,4,9,1,,2024-12-19 12:33:24,2024-12-19 12:33:24,2024-12-19 14:33:24,16.1738,75.5886,"On 19-12-2024, a two-wheeler bearing registration KA-XX-XXXX was stolen from Temple Road, Bagalkote. Complainant Radha Swamy suspects involvement of Savitha Shankar and gang based on CCTV footage."
5072,100010009202405072,202402488,2024-05-28,2158,9,1,2,6,18,4,1,2024-05-25 07:19:49,2024-05-25 08:19:49,2024-05-25 10:19:49,12.8194,77.4016,"Complainant Yogesh Kambli reported receiving a call from accused posing as bank official on 25-05-2024. Accused Latha Poojary fraudulently obtained OTP and transferred Rs.239,953 from complainant's account. Cyber cell investigation initiated from Rajajinagar, Bengaluru Urban."
5073,100060053202405073,202402489,2024-01-22,707,53,1,1,7,20,3,,2024-01-20 19:19:08,2024-01-20 19:19:08,2024-01-21 05:19:08,17.3899,76.9618,"On 20-01-2024, during a raid at Bus Stand Area, Kalaburagi, accused Nagesh Desai was found in possession of heroin weighing 43 kgs. Seizure effected under NDPS Act. Complaint by Hanumanthappa Siddi (PSI)."
5074,300100099202405074,202402490,2024-10-28,2044,99,2,2,11,32,3,,2024-10-25 07:14:37,2024-10-25 11:14:37,2024-10-25 14:14:37,15.1727,77.0525,"During a search operation on 25-10-2024 at Bypass Road, Ballari, accused Divya Hiremath was found in illegal possession of a country-made pistol without valid licence. Seized and case registered under Arms Act."
5075,100070069202305075,202302585,2023-03-06,1271,69,1,2,11,33,1,,2023-03-04 15:14:55,2023-03-04 17:14:55,2023-03-04 20:14:55,13.0269,74.8554,"During a search operation on 04-03-2023 at Old Town, Mangaluru, accused Renuka Bangera was found in illegal possession of a country-made pistol without valid licence. Seized and case registered under Arms Act."
5076,100090089202405076,202402491,2024-05-02,710,89,1,2,6,18,4,21,2024-04-30 00:18:20,2024-04-30 00:18:20,2024-04-30 11:18:20,14.502,75.7546,"Complainant Kamala Raju reported receiving a call from accused posing as bank official on 30-04-2024. Accused Girish Devi fraudulently obtained OTP and transferred Rs.595,163 from complainant's account. Cyber cell investigation initiated from Railway Station Area, Davanagere."
5077,100120124202305077,202302586,2023-03-05,597,124,1,2,6,19,2,,2023-03-05 19:16:27,2023-03-05 21:16:27,2023-03-05 20:16:27,16.1771,75.5092,"On 05-03-2023, complainant Radha Ganiger from Railway Station Area, Bagalkote was defrauded via a fake investment scheme online. Accused Basavaraj Bangera siphoned Rs.3,927,337 through multiple UPI transactions."
5078,800260279202305078,202302587,2023-03-10,480,279,3,1,3,6,2,,2023-03-08 00:54:17,2023-03-08 01:54:17,2023-03-08 07:54:17,15.2353,76.0226,"On 08-03-2023, a group of accused led by Madhu Acharya committed robbery at Railway Station Area, Koppal, threatening Shobha Ganiger with weapons and looting Rs.93,261. Complaint filed by Shobha Ganiger."
5079,100240252202405079,202402492,2024-04-13,828,252,1,1,8,24,2,,2024-04-10 13:09:17,2024-04-10 17:09:17,2024-04-10 23:09:17,13.6252,77.6022,"Complainant Chetan Yadav reported that her husband Pavan Siddi and in-laws have been subjecting her to cruelty and demanding additional dowry of Rs.417,475 at Agricultural Land, Chikkaballapura. Complaint filed on 10-04-2024."
5080,300140139202405080,202402493,2024-07-19,1152,139,2,1,9,29,2,,2024-07-16 07:16:38,2024-07-16 11:16:38,2024-07-16 16:16:38,15.3044,75.5818,"On 16-07-2024, a minor victim (age 14) was sexually assaulted by accused Shilpa Shetty at College Road, Gadag. Complaint registered by Bharath Yadav (parent/guardian). Victim examined at K.C. General Hospital."
5081,800150145202405081,202402494,2024-06-22,2111,145,3,1,8,24,1,,2024-06-19 06:33:25,2024-06-19 07:33:25,2024-06-19 07:33:25,14.7474,75.5661,"Victim Harish Naik reported that on 19-06-2024, accused Suresh Hiremath committed sexual assault at College Road, Haveri. Medical examination conducted at Bowring Hospital. Case registered under relevant sections."
5082,800110116202405082,202402495,2024-02-24,539,116,3,2,6,19,3,,2024-02-22 09:07:02,2024-02-22 10:07:02,2024-02-22 14:07:02,16.9252,75.7564,"On 22-02-2024, complainant Priya Kambli from Main Road, Vijayapura was defrauded via a fake investment scheme online. Accused Madhu Kulkarni siphoned Rs.614,155 through multiple UPI transactions."
5083,100260281202305083,202302588,2023-11-07,2058,281,1,1,9,29,1,,2023-11-05 03:18:08,2023-11-05 03:18:08,2023-11-05 05:18:08,15.1558,75.9843,"On 05-11-2023, a minor victim (age 11) was sexually assaulted by accused Vidya Angadi at Industrial Area, Koppal. Complaint registered by Krishna Hiremath (parent/guardian). Victim examined at Taluk Hospital."
5084,300280298202405084,202402496,2024-02-07,2224,298,2,2,5,13,1,,2024-02-07 03:47:24,2024-02-07 05:47:24,2024-02-07 06:47:24,16.5841,76.9782,"Complainant Sunitha Gupta reported that accused Sharada Rao cheated by posing as a government official and fraudulently obtained Rs.1,908,304 through fake documents at Agricultural Land, Yadgir on 07-02-2024. Total loss: Rs.85,576."
5085,100080072202305085,202302589,2023-09-06,1621,72,1,1,9,27,2,,2023-09-03 10:00:12,2023-09-03 10:00:12,2023-09-03 21:00:12,14.004,75.7169,"On 03-09-2023, a minor victim (age 10) was sexually assaulted by accused Santosh Nayak at Market Area, Shivamogga. Complaint registered by Shobha Yadav (parent/guardian). Victim examined at K.C. General Hospital."
5086,300220226202405086,202402497,2024-08-17,1801,226,2,1,7,22,2,,2024-08-17 17:49:22,2024-08-17 21:49:22,2024-08-17 21:49:22,11.8826,76.8879,"On 17-08-2024, during a raid at Bus Stand Area, Chamarajanagara, accused Krishna Hiremath was found in possession of heroin weighing 35 kgs. Seizure effected under NDPS Act. Complaint by Ravi Gowda (PSI)."
5087,300250265202405087,202402498,2024-05-16,2352,265,2,1,1,2,2,,2024-05-14 06:49:00,2024-05-14 10:49:00,2024-05-14 13:49:00,12.984,78.0931,"On 14-05-2024 at Ring Road, Kolar, accused Kumaraswamy Nayak allegedly attacked victim Anil Poojary with a sharp weapon following a dispute over property. The victim sustained fatal injuries and was declared dead at Manipal Hospital. FIR registered based on complaint by Anil Poojary."
5088,100260271202405088,202402499,2024-02-11,2106,271,1,2,4,9,2,,2024-02-09 21:51:43,2024-02-09 22:51:43,2024-02-10 05:51:43,15.483,76.1762,"On 09-02-2024, a two-wheeler bearing registration KA-XX-XXXX was stolen from Housing Colony, Koppal. Complainant Sagar Meti suspects involvement of Nagesh Acharya and gang based on CCTV footage."
5089,800110106202405089,202402500,2024-02-20,894,106,3,1,3,7,1,,2024-02-18 11:09:57,2024-02-18 13:09:57,2024-02-18 13:09:57,16.8786,75.5637,"On 18-02-2024, a group of accused led by Bharath Naikar committed robbery at Town Center, Vijayapura, threatening Shobha Prasad with weapons and looting Rs.351,148. Complaint filed by Indira Poojary."
5090,300200206202305090,202302590,2023-12-09,946,206,2,2,6,16,1,,2023-12-09 09:18:37,2023-12-09 11:18:37,2023-12-09 21:18:37,12.3701,75.9074,"Complainant Bharathi Savanur reported receiving a call from accused posing as bank official on 09-12-2023. Accused Hanumanthappa Siddi fraudulently obtained OTP and transferred Rs.29,692 from complainant's account. Cyber cell investigation initiated from College Road, Kodagu."
5091,100240248202305091,202302591,2023-09-04,1957,248,1,1,9,27,3,,2023-09-01 09:18:12,2023-09-01 11:18:12,2023-09-01 18:18:12,13.2918,77.5653,"On 01-09-2023, a minor victim (age 15) was sexually assaulted by accused Arun Bangera at New Extension, Chikkaballapura. Complaint registered by Mahesh Patil (parent/guardian). Victim examined at Columbia Asia Hospital."
5092,100060060202305092,202302592,2023-08-30,240,60,1,1,7,22,3,,2023-08-28 00:54:16,2023-08-28 00:54:16,2023-08-28 02:54:16,17.3235,76.9492,"On 28-08-2023, during a raid at Bypass Road, Kalaburagi, accused Mahesh Patil was found in possession of heroin weighing 19 kgs. Seizure effected under NDPS Act. Complaint by Saraswathi Gowda (PSI)."
5093,100190193202405093,202402501,2024-06-27,787,193,1,2,5,13,1,,2024-06-26 19:41:49,2024-06-26 23:41:49,2024-06-27 02:41:49,13.1129,76.0903,"Complainant Nagesh Kulkarni reported that accused Sagar Murthy cheated by posing as a government official and fraudulently obtained Rs.1,857,756 through fake documents at Temple Road, Hassan on 26-06-2024. Total loss: Rs.989,186."
5094,300090090202305094,202302593,2023-05-06,722,90,2,2,6,17,1,,2023-05-05 06:36:15,2023-05-05 10:36:15,2023-05-05 15:36:15,14.4332,76.0958,"On 05-05-2023, complainant Yogesh Bai from New Extension, Davanagere was defrauded via a fake investment scheme online. Accused Parvathi Yadav siphoned Rs.173,062 through multiple UPI transactions."
5095,100020014202305095,202302594,2023-04-15,125,14,1,1,1,2,4,4,2023-04-14 06:36:34,2023-04-14 09:36:34,2023-04-14 14:36:34,13.0291,77.1741,"On 14-04-2023 at Yelahanka, Bengaluru Rural, accused Sagar Bangera allegedly attacked victim Sagar Bangera with a sharp weapon following a dispute over property. The victim sustained fatal injuries and was declared dead at Apollo Hospital. FIR registered based on complaint by Nagaraj Hegde."
5096,100080074202305096,202302595,2023-06-11,910,74,1,2,10,30,3,,2023-06-09 01:20:30,2023-06-09 01:20:30,2023-06-09 10:20:30,14.0984,75.4183,"On 09-06-2023, complainant Surya Kambli reported that accused Jyothi Desai committed atrocities based on caste at Ring Road, Shivamogga. Verbal abuse and social boycott reported. FIR registered under SC/ST Act."
5097,300190191202305097,202302596,2023-11-01,2412,191,2,2,5,15,1,,2023-11-01 05:54:55,2023-11-01 05:54:55,2023-11-01 08:54:55,12.9406,76.1881,"Complainant Shilpa Hiremath reported that accused Shankar Murthy cheated by posing as a government official and fraudulently obtained Rs.771,284 through fake documents at Bus Stand Area, Hassan on 01-11-2023. Total loss: Rs.1,761,040."
5098,100300315202405098,202402502,2024-12-12,1615,315,1,1,1,2,3,,2024-12-11 12:10:30,2024-12-11 15:10:30,2024-12-11 14:10:30,14.1669,76.5959,"On 11-12-2024 at Bus Stand Area, Chitradurga, accused Indira Hegde allegedly attacked victim Darshan Poojary with a sharp weapon following a dispute over property. The victim sustained fatal injuries and was declared dead at NIMHANS. FIR registered based on complaint by Deepak Ganiger."
5099,100290308202405099,202402503,2024-11-21,135,308,1,2,5,12,1,,2024-11-18 02:24:31,2024-11-18 02:24:31,2024-11-18 11:24:31,17.8428,77.6648,"Complainant Anand Naik reported that accused Harish Kumari cheated by posing as a government official and fraudulently obtained Rs.1,779,137 through fake documents at Agricultural Land, Bidar on 18-11-2024. Total loss: Rs.405,340."
5100,100080076202405100,202402504,2024-09-08,601,76,1,1,8,26,2,,2024-09-07 09:27:54,2024-09-07 13:27:54,2024-09-07 19:27:54,13.8133,75.7241,"Victim Rekha Devi reported that on 07-09-2024, accused Bharath Naik committed sexual assault at Lake View Area, Shivamogga. Medical examination conducted at District General Hospital. Case registered under relevant sections."
5101,100300322202405101,202402505,2024-06-05,1431,322,1,2,10,30,4,87,2024-06-05 13:52:00,2024-06-05 14:52:00,2024-06-05 22:52:00,14.1969,76.4913,"On 05-06-2024, complainant Venkatesh Poojary reported that accused Chandrika Shetty committed atrocities based on caste at Town Center, Chitradurga. Verbal abuse and social boycott reported. FIR registered under SC/ST Act."
5102,100010009202405102,202402506,2024-08-28,40,9,1,2,4,11,2,,2024-08-26 06:53:47,2024-08-26 07:53:47,2024-08-26 15:53:47,12.8654,77.4408,"Complainant Manoj Hiremath reported that on 26-08-2024, accused Mahesh Nayak committed theft of valuables worth Rs.138,671 from the residence/vehicle at Majestic, Bengaluru Urban. Investigation initiated."
5103,100260274202405103,202402507,2024-03-07,1189,274,1,1,2,3,2,,2024-03-07 11:48:27,2024-03-07 13:48:27,2024-03-07 12:48:27,15.4707,76.267,"On 07-03-2024, at Market Area, Koppal, accused Girish Bai attempted to murder Naveen Yadav by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to Community Health Centre. Case registered on complaint of Naveen Yadav."
5104,100290303202305104,202302597,2023-12-23,2286,303,1,2,4,10,2,,2023-12-23 15:30:48,2023-12-23 18:30:48,2023-12-23 18:30:48,17.7305,77.6444,"On 23-12-2023, a two-wheeler bearing registration KA-XX-XXXX was stolen from Temple Road, Bidar. Complainant Rekha Shetty suspects involvement of Sagar Shankar and gang based on CCTV footage."
5105,100070069202405105,202402508,2024-08-07,524,69,1,1,15,42,1,,2024-08-06 22:26:12,2024-08-06 23:26:12,2024-08-07 02:26:12,13.0526,74.8537,"On 06-08-2024, victim Shivakumar Kumari was kidnapped by accused Shankar Naikar from Bus Stand Area, Mangaluru and a ransom of Rs.712,824 was demanded. Complainant Nagesh Shankar reported the matter to police."
5106,400250258202305106,202302598,2023-09-27,2011,258,4,1,3,6,3,,2023-09-25 16:16:21,2023-09-25 16:16:21,2023-09-25 17:16:21,13.2811,78.2132,"On 25-09-2023, a group of accused led by Anitha Shetty committed robbery at Industrial Area, Kolar, threatening Chandrashekar Bai with weapons and looting Rs.46,494. Complaint filed by Radha Murthy."
5107,800110114202405107,202402509,2024-01-05,2082,114,3,2,5,12,2,,2024-01-05 03:53:15,2024-01-05 03:53:15,2024-01-05 08:53:15,16.7314,75.7647,"Complainant Shobha Meti reported that accused Latha Salian cheated by posing as a government official and fraudulently obtained Rs.652,365 through fake documents at Old Town, Vijayapura on 05-01-2024. Total loss: Rs.985,998."
5108,100190192202305108,202302599,2023-08-04,1498,192,1,1,9,27,4,52,2023-08-04 02:47:06,2023-08-04 05:47:06,2023-08-04 11:47:06,13.2002,76.0929,"On 04-08-2023, a minor victim (age 9) was sexually assaulted by accused Geetha Lamani at Agricultural Land, Hassan. Complaint registered by Divya Gupta (parent/guardian). Victim examined at Columbia Asia Hospital."
5109,100160155202305109,202302600,2023-11-01,1933,155,1,1,2,4,2,,2023-11-01 13:45:18,2023-11-01 14:45:18,2023-11-02 00:45:18,14.6018,74.505,"On 01-11-2023, at Railway Station Area, Uttara Kannada, accused Nagaraj Devi attempted to murder Suma Acharya by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to Bowring Hospital. Case registered on complaint of Suma Acharya."
5110,100290304202305110,202302601,2023-07-08,2338,304,1,1,7,20,1,,2023-07-07 13:28:22,2023-07-07 16:28:22,2023-07-07 23:28:22,17.9443,77.6714,"On 07-07-2023, during a raid at Lake View Area, Bidar, accused Rekha Gupta was found in possession of ganja weighing 5 kgs. Seizure effected under NDPS Act. Complaint by Deepa Kattimani (PSI)."
5111,300140140202405111,202402510,2024-10-24,2374,140,2,2,6,19,2,,2024-10-24 15:56:28,2024-10-24 17:56:28,2024-10-24 20:56:28,15.2386,75.7447,"On 24-10-2024, complainant Ramesh Yadav from Bypass Road, Gadag was defrauded via a fake investment scheme online. Accused Basavaraj Joshi siphoned Rs.1,919,647 through multiple UPI transactions."
5112,800240255202405112,202402511,2024-06-02,2160,255,3,2,6,18,1,,2024-05-30 03:45:53,2024-05-30 06:45:53,2024-05-30 12:45:53,13.4134,77.796,"Complainant Siddaraju Shankar reported receiving a call from accused posing as bank official on 30-05-2024. Accused Santosh Nayak fraudulently obtained OTP and transferred Rs.562,283 from complainant's account. Cyber cell investigation initiated from Railway Station Area, Chikkaballapura."
5113,100160162202305113,202302602,2023-05-10,1295,162,1,1,1,2,2,,2023-05-09 03:29:14,2023-05-09 07:29:14,2023-05-09 14:29:14,14.5915,74.5849,"The complainant Deepak Yadav reported that on 09-05-2023, the accused Rajesh Kambli stabbed Ravi Kambli during a quarrel at Old Town, Uttara Kannada. Victim succumbed to injuries at Government Hospital."
5114,800050046202405114,202402512,2024-02-10,357,46,3,2,4,11,4,13,2024-02-07 22:24:42,2024-02-07 22:24:42,2024-02-08 09:24:42,15.7123,74.3074,"Complainant Manjunath Siddi reported that on 07-02-2024, accused Anand Rao committed theft of valuables worth Rs.33,439 from the residence/vehicle at Ring Road, Belagavi. Investigation initiated."
5115,100240255202305115,202302603,2023-12-27,498,255,1,2,6,18,3,,2023-12-27 14:03:41,2023-12-27 18:03:41,2023-12-27 17:03:41,13.34,77.5802,"Complainant Vasantha Swamy reported receiving a call from accused posing as bank official on 27-12-2023. Accused Darshan Ganiger fraudulently obtained OTP and transferred Rs.229,847 from complainant's account. Cyber cell investigation initiated from Hospital Road, Chikkaballapura."
5116,100240250202405116,202402513,2024-11-28,1914,250,1,2,6,19,2,,2024-11-26 02:03:02,2024-11-26 05:03:02,2024-11-26 07:03:02,13.2673,77.6636,"On 26-11-2024, complainant Hanumanthappa Swamy from Town Center, Chikkaballapura was defrauded via a fake investment scheme online. Accused Pooja Salian siphoned Rs.155,185 through multiple UPI transactions."
5117,800110116202305117,202302604,2023-08-02,903,116,3,1,1,2,4,27,2023-07-31 19:05:57,2023-07-31 21:05:57,2023-08-01 06:05:57,16.6991,75.7809,"On 31-07-2023 at Housing Colony, Vijayapura, accused Rajesh Kumar allegedly attacked victim Harish Hosamani with a sharp weapon following a dispute over property. The victim sustained fatal injuries and was declared dead at Taluk Hospital. FIR registered based on complaint by Harish Hosamani."
5118,300240250202305118,202302605,2023-12-03,2199,250,2,1,9,29,3,,2023-12-01 04:25:30,2023-12-01 05:25:30,2023-12-01 07:25:30,13.6165,77.5407,"On 01-12-2023, a minor victim (age 11) was sexually assaulted by accused Arun Bai at Ring Road, Chikkaballapura. Complaint registered by Deepak Raju (parent/guardian). Victim examined at Apollo Hospital."
5119,100200201202305119,202302606,2023-08-10,1568,201,1,2,4,9,3,,2023-08-10 11:48:52,2023-08-10 13:48:52,2023-08-10 12:48:52,12.5917,75.7929,"Complainant Manjunath Bagewadi reported that on 10-08-2023, accused Divya Reddy committed theft of valuables worth Rs.109,918 from the residence/vehicle at Market Area, Kodagu. Investigation initiated."
5120,300040032202305120,202302607,2023-04-02,884,32,2,1,2,4,2,,2023-04-01 18:34:21,2023-04-01 19:34:21,2023-04-01 19:34:21,13.4294,77.0948,"On 01-04-2023, at Agricultural Land, Tumakuru, accused Mohan Naik attempted to murder Harish Joshi by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to Government Hospital. Case registered on complaint of Harish Joshi."
5121,300300321202405121,202402514,2024-10-18,1183,321,2,2,4,9,4,87,2024-10-18 07:33:09,2024-10-18 09:33:09,2024-10-18 15:33:09,14.0559,76.3054,"Complainant Latha Kumar reported that on 18-10-2024, accused Nandish Savanur committed theft of valuables worth Rs.107,055 from the residence/vehicle at Bypass Road, Chitradurga. Investigation initiated."
5122,100260274202305122,202302608,2023-10-26,257,274,1,2,10,30,2,,2023-10-26 07:55:07,2023-10-26 10:55:07,2023-10-26 13:55:07,15.393,76.0106,"On 26-10-2023, complainant Nandini Shetty reported that accused Anil Meti committed atrocities based on caste at New Extension, Koppal. Verbal abuse and social boycott reported. FIR registered under SC/ST Act."
5123,100230243202405123,202402515,2024-11-01,1533,243,1,1,1,1,3,,2024-11-01 21:10:27,2024-11-01 22:10:27,2024-11-02 05:10:27,12.8647,77.0946,"On 01-11-2024 at Main Road, Ramanagara, accused Deepa Lamani allegedly attacked victim Gopal Salian with a sharp weapon following a dispute over property. The victim sustained fatal injuries and was declared dead at Bowring Hospital. FIR registered based on complaint by Deepa Reddy."
5124,100070066202405124,202402516,2024-04-15,545,66,1,2,6,18,1,,2024-04-13 10:30:39,2024-04-13 14:30:39,2024-04-13 21:30:39,12.747,75.0027,"On 13-04-2024, complainant Chandrashekar Raju from Agricultural Land, Mangaluru was defrauded via a fake investment scheme online. Accused Priya Hosamani siphoned Rs.2,379,409 through multiple UPI transactions."
5125,800160155202405125,202402517,2024-12-03,2069,155,3,2,6,18,4,43,2024-11-30 14:28:22,2024-11-30 17:28:22,2024-11-30 20:28:22,14.5959,74.5864,"On 30-11-2024, complainant Yogesh Patil from Bypass Road, Uttara Kannada was defrauded via a fake investment scheme online. Accused Radha Kattimani siphoned Rs.2,665,769 through multiple UPI transactions."
5126,100150150202305126,202302609,2023-10-23,1587,150,1,1,1,2,3,,2023-10-22 11:56:08,2023-10-22 11:56:08,2023-10-22 21:56:08,14.9804,75.2264,"On 22-10-2023 at Main Road, Haveri, accused Gopal Shankar allegedly attacked victim Sagar Murthy with a sharp weapon following a dispute over property. The victim sustained fatal injuries and was declared dead at Bowring Hospital. FIR registered based on complaint by Sagar Murthy."
5127,400230244202405127,202402518,2024-08-28,2062,244,4,1,3,7,3,,2024-08-25 15:51:31,2024-08-25 18:51:31,2024-08-26 01:51:31,12.7647,77.1447,"On 25-08-2024, a group of accused led by Indira Lamani committed robbery at Housing Colony, Ramanagara, threatening Shivakumar Acharya with weapons and looting Rs.42,018. Complaint filed by Manjunath Yadav."
5128,100280300202305128,202302610,2023-08-05,1719,300,1,1,7,22,2,,2023-08-04 01:49:12,2023-08-04 01:49:12,2023-08-04 08:49:12,16.624,77.292,"On 04-08-2023, during a raid at Main Road, Yadgir, accused Priya Kulkarni was found in possession of hashish weighing 15 kgs. Seizure effected under NDPS Act. Complaint by Kiran Hegde (PSI)."
5129,100090086202305129,202302611,2023-12-26,1364,86,1,1,7,20,1,,2023-12-26 07:42:13,2023-12-26 08:42:13,2023-12-26 17:42:13,14.3047,76.0498,"On 26-12-2023, during a raid at College Road, Davanagere, accused Kumaraswamy Patil was found in possession of heroin weighing 29 kgs. Seizure effected under NDPS Act. Complaint by Ganesh Savanur (PSI)."
5130,100300317202305130,202302612,2023-04-01,727,317,1,1,3,5,3,,2023-03-29 04:06:02,2023-03-29 04:06:02,2023-03-29 09:06:02,14.2758,76.2506,"On 29-03-2023, a group of accused led by Deepak Kulkarni committed robbery at Market Area, Chitradurga, threatening Vidya Angadi with weapons and looting Rs.241,110. Complaint filed by Vidya Angadi."
5131,100150148202305131,202302613,2023-05-02,1184,148,1,1,2,3,3,,2023-04-29 08:57:53,2023-04-29 10:57:53,2023-04-29 10:57:53,14.7223,75.4044,"On 29-04-2023, at Hospital Road, Haveri, accused Santosh Meti attempted to murder Arun Patil by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to Taluk Hospital. Case registered on complaint of Arun Patil."
5132,100140139202305132,202302614,2023-05-25,1135,139,1,2,4,10,3,,2023-05-25 18:21:44,2023-05-25 22:21:44,2023-05-26 02:21:44,15.5571,75.6323,"On 25-05-2023, a two-wheeler bearing registration KA-XX-XXXX was stolen from Ring Road, Gadag. Complainant Saraswathi Poojary suspects involvement of Geetha Patil and gang based on CCTV footage."
5133,100280296202405133,202402519,2024-02-27,84,296,1,1,7,21,5,,2024-02-26 20:23:30,2024-02-26 21:23:30,2024-02-27 01:23:30,16.9617,77.3245,"On 26-02-2024, during a raid at Agricultural Land, Yadgir, accused Ambika Bangera was found in possession of MDMA pills weighing 8 kgs. Seizure effected under NDPS Act. Complaint by Mahesh Bhat (PSI)."
5134,100100102202405134,202402520,2024-08-01,761,102,1,1,8,26,2,,2024-08-01 08:39:46,2024-08-01 12:39:46,2024-08-01 12:39:46,15.0613,76.9561,"Complainant Ambika Murthy reported that her husband Vasantha Kulkarni and in-laws have been subjecting her to cruelty and demanding additional dowry of Rs.382,425 at Market Area, Ballari. Complaint filed on 01-08-2024."
5135,100290308202405135,202402521,2024-03-29,2325,308,1,1,7,21,5,,2024-03-27 01:43:49,2024-03-27 05:43:49,2024-03-27 02:43:49,17.9678,77.3384,"On 27-03-2024, during a raid at Lake View Area, Bidar, accused Radha Lamani was found in possession of heroin weighing 25 kgs. Seizure effected under NDPS Act. Complaint by Mohan Yadav (PSI)."
5136,100110107202405136,202402522,2024-07-03,889,107,1,2,6,18,1,,2024-07-01 22:23:47,2024-07-02 01:23:47,2024-07-02 08:23:47,16.6627,75.8137,"Complainant Rashmi Joshi reported receiving a call from accused posing as bank official on 01-07-2024. Accused Asha Prasad fraudulently obtained OTP and transferred Rs.930,979 from complainant's account. Cyber cell investigation initiated from Bus Stand Area, Vijayapura."
5137,100120120202405137,202402523,2024-03-17,945,120,1,1,2,4,2,,2024-03-16 00:28:06,2024-03-16 04:28:06,2024-03-16 01:28:06,16.1826,75.6106,"On 16-03-2024, at Railway Station Area, Bagalkote, accused Nandini Bagewadi attempted to murder Jyothi Joshi by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to St. John's Hospital. Case registered on complaint of Shivakumar Angadi."
5138,100050044202305138,202302615,2023-08-15,353,44,1,1,1,2,4,12,2023-08-15 11:02:33,2023-08-15 11:02:33,2023-08-15 15:02:33,15.8632,74.5678,"The complainant Pushpa Shankar reported that on 15-08-2023, the accused Mahesh Desai stabbed Pushpa Shankar during a quarrel at New Extension, Belagavi. Victim succumbed to injuries at Victoria Hospital."
5139,400260277202305139,202302616,2023-10-03,445,277,4,1,1,2,1,,2023-09-30 04:45:37,2023-09-30 06:45:37,2023-09-30 05:45:37,15.3032,76.2784,"The complainant Rashmi Devi reported that on 30-09-2023, the accused Ramesh Joshi stabbed Manjunath Bai during a quarrel at Housing Colony, Koppal. Victim succumbed to injuries at Government Hospital."
5140,300140141202305140,202302617,2023-05-01,825,141,2,2,5,12,2,,2023-04-29 04:27:02,2023-04-29 04:27:02,2023-04-29 15:27:02,15.2492,75.6233,"Complainant Rajeshwari Gowda reported that accused Prasad Devi cheated by posing as a government official and fraudulently obtained Rs.852,753 through fake documents at Main Road, Gadag on 29-04-2023. Total loss: Rs.321,922."
5141,100050044202405141,202402524,2024-11-29,413,44,1,1,3,7,4,13,2024-11-28 21:07:26,2024-11-28 22:07:26,2024-11-29 09:07:26,15.9784,74.482,"On 28-11-2024, a group of accused led by Sachin Naik committed robbery at Temple Road, Belagavi, threatening Shilpa Joshi with weapons and looting Rs.135,084. Complaint filed by Shilpa Joshi."
5142,800010005202405142,202402525,2024-02-21,431,5,3,1,7,21,2,,2024-02-21 04:23:42,2024-02-21 08:23:42,2024-02-21 15:23:42,12.9406,77.7077,"On 21-02-2024, during a raid at Koramangala, Bengaluru Urban, accused Radha Murthy was found in possession of heroin weighing 40 kgs. Seizure effected under NDPS Act. Complaint by Vinay Kumar (PSI)."
5143,100290309202305143,202302618,2023-11-10,1280,309,1,1,9,28,3,,2023-11-07 14:08:15,2023-11-07 17:08:15,2023-11-07 21:08:15,17.9381,77.4878,"On 07-11-2023, a minor victim (age 15) was sexually assaulted by accused Prasad Angadi at Housing Colony, Bidar. Complaint registered by Chandrashekar Gupta (parent/guardian). Victim examined at St. John's Hospital."
