EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
597,8,75,12,5,KG2019355137,Vasantha Rao,2000-11-29,2,8,0,2007-07-10
598,8,73,13,2,KG2019374755,Santosh Yadav,1974-02-24,1,1,0,2012-04-27
599,8,74,12,4,KG2011023644,Nandish Prasad,1973-10-01,1,8,0,2017-01-28
600,8,72,7,7,KG2021989229,Siddaraju Bangera,1972-07-07,1,6,0,2019-12-16
601,8,82,13,6,KG2016368423,Rajesh Murthy,1983-10-27,1,2,0,2014-12-30
602,8,78,13,7,KG2018763999,Anand Shetty,1988-07-31,1,2,0,2008-02-18
603,8,75,12,9,KG2017092745,Sunitha Salian,1970-04-19,2,5,0,2014-03-09
604,8,79,12,10,KG2010872713,Srinivas Nayak,1987-02-15,1,8,0,2011-06-30
605,8,75,13,5,KG2012028144,Yogesh Lamani,1970-02-10,1,5,0,2008-06-15
606,8,81,13,8,KG2018188086,Darshan Murthy,1992-01-25,1,4,0,2020-06-05
607,8,75,12,2,KG2020593048,Nagesh Salian,1989-07-24,1,8,1,2010-10-14
608,8,72,11,12,KG2006153236,Harish Shetty,1984-05-04,1,3,0,2015-05-05
609,8,71,10,7,KG2014305832,Shivakumar Reddy,1993-10-04,1,2,0,2019-05-02
610,8,81,10,2,KG2015914823,Ganesh Siddi,1984-03-08,1,5,0,2020-05-13
611,8,82,13,2,KG2005143602,Shivakumar Rao,1993-03-30,1,6,0,2011-04-25
612,8,77,10,3,KG2012871969,Ramesh Ganiger,1978-06-15,1,2,0,2022-11-01
613,8,72,9,3,KG2014724620,Chandrika Joshi,1986-04-07,2,8,0,2008-02-13
614,8,80,12,6,KG2008233160,Basavaraj Naik,1975-10-10,1,3,0,2020-07-28
615,8,75,9,3,KG2007019720,Rashmi Kumari,1991-09-22,2,7,0,2021-12-27
616,8,72,9,11,KG2008952663,Manjunath Naikar,1981-05-08,1,2,0,2005-12-21
617,8,71,13,2,KG2011193758,Priya Salian,2000-01-31,2,1,0,2012-11-19
618,8,82,8,10,KG2012529436,Ganesh Ganiger,1995-07-31,1,2,0,2006-07-14
619,8,71,12,12,KG2022004540,Anand Shetty,1974-06-05,1,8,0,2009-10-20
620,8,80,10,11,KG2017444693,Suma Joshi,1979-08-12,2,4,0,2016-07-14
621,8,76,9,2,KG2014584196,Shivanand Desai,1971-10-28,1,6,0,2006-11-05
622,8,77,10,10,KG2012580823,Pavan Bagewadi,1988-04-08,1,7,0,2011-07-09
623,8,72,13,8,KG2005706907,Shilpa Patil,1992-01-21,2,2,0,2020-01-28
624,8,79,13,2,KG2008777448,Santosh Hiremath,1977-07-27,1,6,1,2006-06-15
625,8,76,10,7,KG2013801969,Girish Meti,1996-02-08,1,5,0,2018-04-26
626,8,81,8,6,KG2020536257,Shankar Hiremath,1982-07-06,1,8,0,2008-04-22
627,8,75,12,4,KG2008773638,Srinivas Naik,1972-05-15,1,8,0,2006-07-13
628,8,73,11,11,KG2007693194,Basavaraj Devi,1993-04-28,1,8,0,2022-03-20
629,8,74,10,8,KG2015848803,Harish Siddi,1994-04-01,1,1,0,2017-04-05
630,8,71,5,2,KG2019481985,Siddaraju Hosamani,1971-08-13,1,3,0,2005-09-27
631,8,75,13,3,KG2017511134,Srinivas Acharya,1974-11-28,1,8,0,2017-10-05
632,8,81,12,8,KG2006410397,Ganesh Ganiger,1981-10-25,1,7,0,2016-02-05
633,8,76,13,5,KG2006134426,Suresh Salian,1986-06-09,1,1,0,2012-10-28
634,8,81,10,2,KG2016059192,Shivakumar Kattimani,1999-08-30,1,4,0,2010-06-24
635,8,75,12,12,KG2015178027,Basavaraj Kumari,1970-11-19,1,6,0,2017-01-28
636,8,81,13,10,KG2005729766,Vishwanath Prasad,1991-01-26,1,1,1,2018-03-10
637,8,77,12,6,KG2011352288,Shivanand Devi,1992-04-13,1,6,0,2016-04-11
638,8,75,11,7,KG2022224480,Krishna Shankar,1982-11-22,1,1,0,2010-12-13
639,8,80,11,4,KG2008620616,Prakash Salian,1985-02-09,1,2,0,2011-02-18
640,8,79,12,4,KG2021843188,Ravi Acharya,1983-06-15,1,6,0,2014-09-17
641,8,77,10,9,KG2010923688,Bharath Kambli,1970-11-01,1,3,0,2019-01-31
642,8,74,13,12,KG2018980037,Pooja Siddi,1995-05-25,2,1,0,2021-04-19
643,8,76,12,4,KG2018430190,Pavan Acharya,1984-04-17,1,4,0,2006-06-12
644,8,75,13,11,KG2012425582,Pavan Bangera,1980-09-12,1,3,0,2007-07-20
645,8,74,13,5,KG2018678347,Nagaraj Angadi,1971-08-30,1,3,0,2009-07-13
646,8,71,10,5,KG2020820232,Naveen Gowda,1970-11-23,1,2,0,2006-03-30
647,8,75,13,7,KG2009247508,Kavitha Hiremath,1975-01-08,2,2,0,2017-10-22
648,8,80,8,9,KG2008810750,Prakash Gupta,1984-01-22,1,7,0,2012-05-21
649,8,82,10,7,KG2011287884,Arun Patil,1989-09-18,1,5,0,2014-02-28
650,8,71,12,6,KG2022444367,Manoj Bhat,1991-04-21,1,4,0,2020-04-24
651,8,73,11,12,KG2006882349,Basavaraj Naik,1999-09-15,1,1,0,2022-12-02
652,8,81,10,9,KG2008560895,Krishna Desai,1980-08-08,1,7,0,2014-12-04
653,8,77,8,5,KG2014220607,Bharath Gupta,1977-03-10,1,6,0,2014-11-05
654,8,81,11,1,KG2020772740,Prakash Meti,1988-07-10,1,7,0,2012-06-18
655,8,72,13,12,KG2018631365,Ravi Joshi,1994-07-27,1,6,0,2021-07-19
656,8,71,13,11,KG2009003226,Krishna Bagewadi,1987-12-22,1,5,0,2009-06-28
657,8,72,9,4,KG2018831146,Nandish Bai,1984-04-30,1,8,0,2015-02-16
658,8,73,10,11,KG2011088499,Siddaraju Murthy,1988-08-05,1,3,0,2013-03-31
659,8,77,8,10,KG2012950896,Suresh Kambli,1973-12-28,1,4,0,2015-05-17
660,8,73,9,10,KG2007385793,Harish Rao,1977-08-19,1,2,0,2017-09-21
661,8,79,11,8,KG2012748226,Radha Kumari,1979-02-11,2,5,0,2009-04-10
662,8,78,11,7,KG2014762009,Parvathi Swamy,2000-05-18,2,7,0,2009-04-01
663,8,73,9,5,KG2016611219,Umesh Gupta,2000-09-11,1,8,0,2019-07-09
664,8,78,9,6,KG2017742867,Sneha Swamy,1988-12-27,2,5,0,2021-07-06
665,8,79,9,6,KG2006005622,Chandrika Joshi,1981-05-18,2,7,0,2016-04-26
666,9,89,9,9,KG2010528217,Naveen Raju,1992-02-09,1,8,0,2012-08-10
667,9,89,13,7,KG2006134083,Manoj Bhat,1992-05-24,1,6,0,2011-04-21
668,9,88,8,5,KG2021328216,Bharath Raju,1989-07-19,1,6,0,2008-09-13
669,9,91,13,3,KG2006198097,Darshan Bagewadi,1976-09-01,1,4,0,2006-03-24
670,9,91,10,12,KG2006462967,Manoj Meti,1985-12-29,1,8,0,2020-11-26
671,9,85,13,3,KG2014189431,Prakash Swamy,1977-07-20,1,5,0,2021-10-27
672,9,87,12,1,KG2018965124,Hanumanthappa Patil,1973-06-12,1,8,0,2010-07-10
673,9,89,9,11,KG2016619015,Geetha Hiremath,1974-10-04,2,3,0,2012-04-04
674,9,91,13,11,KG2005345430,Krishna Prasad,1971-12-20,1,8,0,2019-09-20
675,9,86,10,1,KG2006779931,Anand Bhat,1973-03-04,1,7,0,2017-04-10
676,9,88,10,7,KG2017817358,Mahesh Shetty,1988-01-19,1,3,0,2011-05-24
677,9,91,13,12,KG2009376486,Basavaraj Bangera,1999-11-08,1,6,0,2007-02-27
678,9,91,11,7,KG2018094605,Hanumanthappa Bangera,1988-12-14,1,6,0,2023-03-11
679,9,90,12,2,KG2012679069,Chandrashekar Lamani,2000-10-13,1,3,0,2021-01-03
680,9,85,10,7,KG2009133998,Ashok Acharya,2000-09-11,1,4,0,2011-09-27
681,9,88,12,9,KG2008535457,Venkatesh Ganiger,1989-01-22,1,2,0,2014-04-07
682,9,88,11,10,KG2008776488,Madhu Naik,1999-09-05,1,3,0,2015-05-20
683,9,90,9,7,KG2019794144,Renuka Bhat,2000-01-25,2,5,0,2015-02-03
684,9,86,10,2,KG2008454872,Shankar Raju,1993-12-21,1,1,0,2005-05-27
685,9,84,10,8,KG2020317509,Santosh Bangera,1997-09-29,1,6,0,2023-03-29
686,9,90,13,2,KG2008855605,Rajesh Nayak,1970-09-18,1,4,0,2020-08-11
687,9,87,12,3,KG2011090276,Girish Siddi,1983-07-02,1,8,0,2022-04-07
688,9,90,9,3,KG2020020582,Jyothi Meti,1990-03-01,2,4,0,2018-02-16
689,9,90,9,1,KG2018889839,Anil Angadi,1992-03-27,1,5,0,2021-07-14
690,9,90,12,10,KG2012748988,Pavan Meti,1972-09-21,1,1,0,2016-11-06
691,9,89,12,5,KG2008518824,Swathi Naikar,1997-12-07,2,6,0,2019-06-30
692,9,90,9,5,KG2019243378,Ashok Joshi,1992-10-09,1,6,0,2009-12-05
693,9,91,9,5,KG2016834638,Prasad Kattimani,1991-03-10,1,3,0,2022-12-09
694,9,88,13,2,KG2011163908,Srinivas Patil,1997-03-04,1,2,0,2016-01-15
695,9,91,10,4,KG2013374388,Suresh Joshi,2000-05-13,1,3,0,2008-07-23
696,9,84,13,6,KG2008589281,Mohan Yadav,1980-01-20,1,5,1,2015-11-29
697,9,89,13,9,KG2008740720,Ramesh Ganiger,1972-04-06,1,8,0,2014-10-27
698,9,85,7,10,KG2006531949,Arun Kambli,1974-09-24,1,2,0,2008-09-30
699,9,89,10,5,KG2020768137,Bharath Ganiger,1974-06-15,1,6,0,2008-06-17
700,9,86,9,4,KG2012875366,Vishwanath Kumar,1991-04-01,1,5,0,2012-08-28
701,9,85,10,12,KG2009789795,Nagesh Gupta,1993-10-04,1,4,0,2014-06-17
702,9,90,11,7,KG2005464078,Saraswathi Desai,1976-07-13,2,1,0,2022-04-11
703,9,85,9,6,KG2018064455,Nandish Shetty,1987-08-23,1,1,0,2022-01-11
704,9,86,8,1,KG2018421531,Saraswathi Murthy,2000-07-17,2,5,0,2020-09-19
705,9,89,8,1,KG2017467864,Saraswathi Rao,1998-11-19,2,8,0,2009-08-08
706,9,90,13,5,KG2017760322,Kumaraswamy Kulkarni,1975-08-27,1,5,0,2016-09-03
707,9,88,12,11,KG2013253064,Suresh Siddi,1983-08-20,1,7,1,2021-04-18
708,9,85,13,6,KG2008050052,Madhu Joshi,1999-03-15,1,8,0,2007-10-19
709,9,84,12,4,KG2022885518,Lakshman Poojary,1996-09-18,1,6,0,2010-03-31
710,9,86,13,9,KG2021610659,Arun Bhat,1978-08-21,1,6,0,2023-06-16
711,9,86,13,7,KG2009499388,Manjunath Angadi,1979-08-21,1,2,0,2015-01-03
712,9,90,12,9,KG2020667378,Harish Salian,1988-12-29,1,8,0,2014-11-15
713,9,90,13,3,KG2009738748,Shivanand Lamani,1993-01-08,1,2,0,2016-11-13
714,9,91,12,12,KG2008630824,Nagaraj Desai,1988-04-30,1,2,0,2007-06-23
715,9,88,9,3,KG2014308262,Basavaraj Desai,1991-10-19,1,3,0,2005-08-18
716,9,90,9,5,KG2020002188,Priya Patil,1975-06-28,2,6,0,2017-04-13
717,9,84,11,10,KG2017498313,Umesh Kulkarni,1997-03-03,1,3,0,2007-12-24
718,9,91,13,11,KG2007838664,Surya Bhat,1998-01-10,1,7,0,2019-11-27
719,9,90,10,1,KG2007908019,Jyothi Prasad,1977-06-06,2,1,0,2020-11-11
720,9,88,12,2,KG2022604877,Prakash Nayak,1972-05-16,1,4,0,2017-10-16
721,9,84,9,9,KG2011257202,Suresh Prasad,1995-12-31,1,2,0,2014-12-19
722,9,89,11,1,KG2018189277,Suresh Kulkarni,1988-08-12,1,6,0,2005-07-17
723,9,85,9,2,KG2010267969,Anand Rao,1974-01-08,1,5,0,2008-06-17
724,9,86,9,6,KG2014408882,Anil Reddy,1974-06-06,1,3,0,2012-03-06
725,9,89,10,2,KG2012516927,Deepak Bangera,1992-10-25,1,7,0,2021-11-16
726,9,88,9,8,KG2005427289,Ravi Naikar,1998-06-02,1,1,0,2010-03-30
727,9,85,10,9,KG2018467647,Srinivas Acharya,1973-10-06,1,4,0,2019-04-06
728,9,86,11,3,KG2022473686,Kumaraswamy Angadi,1971-11-16,1,8,0,2005-01-09
729,9,88,13,3,KG2013880267,Ashok Prasad,2000-07-03,1,6,0,2013-07-12
730,9,87,12,9,KG2007315243,Ganesh Siddi,1974-01-09,1,2,0,2013-11-13
731,9,88,13,4,KG2013789257,Siddaraju Kulkarni,1990-04-23,1,4,0,2011-02-15
732,9,89,10,8,KG2009677845,Sharada Naik,1970-02-03,2,8,0,2018-08-28
733,9,84,13,7,KG2017564272,Chetan Meti,1973-08-22,1,2,0,2022-08-29
734,9,91,13,6,KG2016405538,Vidya Bangera,1977-12-13,2,1,0,2022-03-24
735,9,89,8,8,KG2013713613,Yogesh Naik,1986-01-19,1,2,0,2009-04-18
736,9,88,13,4,KG2006294395,Shivanand Desai,1992-02-09,1,4,0,2020-10-16
737,9,90,9,5,KG2022203183,Shivanand Shetty,1999-08-07,1,3,0,2021-07-28
738,9,86,13,3,KG2021764306,Hanumanthappa Yadav,1982-04-22,1,1,1,2009-04-21
739,9,88,13,8,KG2015453560,Girish Reddy,1988-04-02,1,2,0,2011-02-23
740,9,91,12,9,KG2006291434,Surya Yadav,1988-11-04,1,8,0,2016-12-10
741,9,90,10,2,KG2018078057,Lakshmi Yadav,1981-03-19,2,3,0,2009-06-01
742,9,85,12,2,KG2015881337,Girish Naik,1981-03-26,1,2,0,2010-07-18
743,9,89,13,6,KG2019801216,Deepak Shankar,1974-04-17,1,8,0,2019-01-10
744,9,85,7,1,KG2009065015,Chetan Shankar,1989-10-28,1,5,0,2006-03-25
745,9,90,9,11,KG2017421196,Manjunath Murthy,1974-04-20,1,7,0,2018-11-05
746,9,84,12,8,KG2015682541,Mohan Devi,2000-04-24,1,1,0,2022-07-24
747,9,89,12,2,KG2011948301,Shankar Shankar,1995-09-18,1,5,0,2007-10-30
748,10,104,12,3,KG2009326807,Venkatesh Reddy,1996-03-21,1,6,0,2014-10-11
749,10,101,13,3,KG2014386747,Shankar Kulkarni,1970-05-13,1,3,0,2016-08-11
750,10,101,13,9,KG2011210106,Rashmi Joshi,1998-09-25,2,2,0,2009-07-07
751,10,103,12,12,KG2015646031,Parvathi Kulkarni,1983-06-11,2,6,0,2014-05-23
752,10,100,13,1,KG2012489200,Rajesh Yadav,1997-12-27,1,4,0,2009-10-13
753,10,98,13,7,KG2016010373,Naveen Kumar,1973-04-23,1,1,0,2013-01-10
754,10,95,10,4,KG2006031128,Bharath Desai,1978-12-07,1,5,0,2009-06-09
755,10,97,13,6,KG2011022537,Deepa Patil,1977-11-24,2,2,0,2010-11-15
756,10,103,9,11,KG2011319892,Manoj Kulkarni,1990-06-19,1,6,0,2010-05-22
757,10,103,10,9,KG2007124250,Rajeshwari Angadi,1976-06-24,2,4,0,2007-12-08
758,10,99,13,6,KG2006800150,Krishna Gupta,1997-08-20,1,4,0,2018-03-05
759,10,97,13,6,KG2009892866,Krishna Prasad,1992-10-19,1,8,0,2018-02-06
760,10,94,13,11,KG2017787804,Ganesh Ganiger,1998-12-08,1,6,0,2021-11-06
761,10,100,10,12,KG2020496772,Chetan Naikar,1982-01-14,1,7,0,2018-01-14
762,10,102,12,4,KG2012415132,Kiran Bagewadi,1979-10-22,1,7,0,2011-11-12
763,10,102,10,6,KG2007309381,Prakash Bai,1989-12-09,1,6,0,2016-08-21
764,10,93,12,10,KG2018428819,Umesh Lamani,1986-06-27,1,8,0,2023-01-17
765,10,99,9,8,KG2016945266,Gopal Shankar,1973-09-12,1,2,0,2011-08-10
766,10,96,9,2,KG2015206199,Kumaraswamy Nayak,2000-04-13,1,5,0,2012-05-21
767,10,103,13,4,KG2013008949,Srinivas Siddi,1983-06-08,1,6,0,2011-04-28
768,10,99,8,10,KG2021798135,Rajesh Naikar,1976-09-11,1,4,0,2013-12-01
769,10,104,10,4,KG2019357208,Nagaraj Lamani,1973-11-07,1,4,0,2012-01-09
770,10,104,11,8,KG2016145700,Nagaraj Naik,1995-11-27,1,5,0,2007-11-18
771,10,93,12,11,KG2018446400,Sharada Yadav,2000-10-05,2,7,0,2021-11-18
772,10,104,12,6,KG2009161157,Hanumanthappa Gowda,1984-10-24,1,7,1,2017-09-29
773,10,96,8,2,KG2008344816,Kiran Naikar,1995-07-19,1,5,0,2015-02-16
774,10,94,13,3,KG2020028143,Chetan Bangera,1978-05-17,1,2,0,2009-06-19
775,10,99,10,4,KG2019060245,Sagar Shankar,1986-07-15,1,1,0,2016-08-18
776,10,99,11,2,KG2007407889,Vishwanath Naikar,1979-04-06,1,4,0,2007-12-01
777,10,104,13,3,KG2011526884,Basavaraj Salian,2000-09-20,1,5,0,2015-04-18
778,10,95,11,7,KG2015954522,Deepak Savanur,1995-07-15,1,8,0,2016-01-05
779,10,93,13,5,KG2014410088,Jagadish Joshi,1997-07-01,1,3,0,2023-06-21
780,10,95,13,12,KG2008412669,Prasad Patil,1971-12-17,1,3,0,2010-05-18
781,10,103,12,11,KG2018798869,Priya Meti,1994-10-19,2,6,0,2007-09-21
782,10,94,12,6,KG2011530648,Ganesh Raju,1972-01-02,1,1,0,2015-05-15
783,10,104,13,8,KG2011415944,Yogesh Hiremath,1971-09-11,1,5,0,2005-03-29
784,10,95,10,12,KG2007575070,Jagadish Shankar,1999-06-22,1,8,0,2010-06-08
785,10,97,13,3,KG2010308434,Parvathi Devi,1975-07-28,2,7,0,2016-12-28
786,10,103,13,11,KG2010227198,Umesh Joshi,1971-07-19,1,4,0,2020-02-21
787,10,93,13,9,KG2017723881,Anil Devi,1983-10-31,1,1,0,2014-12-17
788,10,93,13,4,KG2011095826,Shilpa Gupta,1970-09-20,2,1,1,2014-06-17
789,10,98,13,11,KG2010759182,Sachin Devi,1977-06-29,1,7,0,2005-12-27
790,10,98,10,11,KG2017984533,Mahesh Siddi,1989-03-12,1,4,0,2007-09-17
791,10,98,10,1,KG2017223104,Siddaraju Kumar,1990-07-31,1,2,0,2009-12-09
792,10,97,12,6,KG2014804830,Mahesh Kattimani,1996-11-11,1,2,0,2016-03-16
793,10,102,10,2,KG2009348177,Krishna Hosamani,1977-11-12,1,6,1,2019-04-02
794,10,103,12,6,KG2017535850,Lakshman Bagewadi,1998-09-26,1,4,0,2021-08-21
795,10,104,6,4,KG2014247880,Bharath Kumari,1989-03-22,1,4,0,2021-12-26
796,10,93,9,8,KG2011673227,Ramesh Hosamani,1971-09-14,1,8,0,2010-05-05
797,10,98,9,6,KG2021830242,Bharath Gowda,1988-08-11,1,5,0,2019-07-15
798,10,96,13,6,KG2006950673,Mahesh Siddi,1999-10-31,1,4,0,2010-07-28
799,10,99,12,3,KG2020073385,Rajesh Shankar,1978-08-20,1,3,0,2006-03-03
800,10,95,9,10,KG2021081962,Mahesh Gupta,1989-02-13,1,8,0,2021-04-06
801,10,104,10,7,KG2014604423,Deepak Acharya,1990-02-09,1,4,0,2019-04-04
802,10,100,9,6,KG2019443231,Ganesh Naikar,1992-08-31,1,7,0,2018-09-02
803,10,100,9,7,KG2022160222,Prakash Acharya,1994-10-19,1,3,0,2021-04-19
804,10,100,10,5,KG2007349422,Shankar Naikar,1976-02-17,1,8,0,2021-01-13
805,10,96,9,9,KG2017970658,Nagesh Meti,1988-08-26,1,6,0,2013-11-07
806,10,97,12,10,KG2017977409,Venkatesh Kumari,1995-05-16,1,4,0,2008-08-23
807,10,97,13,12,KG2016730287,Anil Meti,1972-08-03,1,7,0,2019-08-08
808,10,104,10,8,KG2009274026,Nagesh Naik,1997-02-27,1,3,0,2015-03-21
809,10,102,12,11,KG2007675700,Savitha Kumari,1987-03-30,2,2,0,2013-12-02
810,10,96,13,3,KG2021559103,Nandini Acharya,1999-07-16,2,5,0,2013-08-02
811,10,104,13,2,KG2009282090,Nandish Joshi,1979-05-26,1,7,0,2021-10-13
812,10,93,6,8,KG2021437091,Ravi Kattimani,1999-05-12,1,7,0,2011-06-21
813,10,98,10,3,KG2008472553,Naveen Ganiger,1995-06-10,1,4,0,2023-04-08
814,10,93,13,4,KG2008910544,Vishwanath Bagewadi,1998-07-20,1,2,0,2008-09-22
815,10,99,9,2,KG2020508764,Lakshman Gupta,2000-03-07,1,2,0,2022-01-22
816,10,97,13,1,KG2011547708,Venkatesh Devi,1970-04-29,1,5,0,2013-06-05
817,10,100,13,10,KG2015856527,Nagesh Kulkarni,1980-09-30,1,7,0,2013-02-07
818,10,93,7,6,KG2017760449,Rajesh Lamani,1976-03-25,1,2,0,2005-07-30
819,10,97,7,4,KG2021433195,Mohan Naikar,1999-08-14,1,1,1,2009-03-20
820,10,98,9,6,KG2012636238,Pushpa Bagewadi,1991-09-26,2,2,0,2013-12-23
821,10,100,6,12,KG2011746526,Vidya Murthy,1976-06-03,2,1,0,2016-08-31
822,10,94,10,11,KG2019121298,Latha Shetty,1991-08-18,2,4,0,2019-11-12
823,10,95,13,11,KG2005168019,Arun Angadi,1984-08-24,1,5,0,2013-08-08
824,10,97,13,11,KG2020094836,Srinivas Siddi,1984-12-05,1,2,0,2010-01-08
825,10,99,8,12,KG2018847719,Prasad Kambli,1980-06-20,1,5,0,2010-01-06
826,10,94,9,6,KG2016133607,Kiran Kumari,1984-01-22,1,1,0,2013-07-12
827,10,102,12,7,KG2009544999,Pushpa Desai,1999-10-10,2,4,0,2018-06-30
828,10,93,12,8,KG2020713012,Anand Yadav,1990-06-12,1,5,0,2008-04-22
829,10,103,13,12,KG2021722050,Siddaraju Acharya,1975-07-16,1,8,0,2011-02-19
830,10,96,12,12,KG2009868101,Rekha Kulkarni,1979-06-13,2,4,0,2021-06-07
831,10,93,8,3,KG2010022614,Sneha Acharya,1994-07-31,2,6,0,2013-10-19
832,10,100,5,7,KG2014730204,Sagar Murthy,1978-10-02,1,7,0,2020-09-22
833,11,115,13,1,KG2010605194,Renuka Lamani,1976-03-03,2,8,0,2014-11-29
834,11,108,10,12,KG2016761222,Gopal Kumar,1995-10-28,1,3,0,2007-04-16
835,11,112,13,3,KG2020188359,Asha Joshi,1972-05-09,2,6,0,2007-08-20
836,11,108,12,7,KG2017512362,Manoj Gupta,1983-07-31,1,3,0,2020-06-06
837,11,112,13,11,KG2017288585,Nandish Lamani,1998-05-14,1,8,0,2019-08-26
838,11,107,9,2,KG2012024146,Darshan Ganiger,1996-04-28,1,8,0,2017-11-07
839,11,107,13,3,KG2014599181,Gopal Angadi,1975-08-14,1,6,0,2007-03-26
840,11,114,10,12,KG2021512296,Nagaraj Siddi,1972-11-13,1,2,0,2016-08-21
841,11,109,7,2,KG2005581668,Shankar Patil,1990-01-23,1,6,0,2022-12-15
842,11,108,12,11,KG2006088721,Nagaraj Raju,1975-08-06,1,5,0,2016-05-09
843,11,114,10,11,KG2021948563,Basavaraj Gowda,1983-03-01,1,8,0,2019-10-14
844,11,113,13,9,KG2022535393,Mangala Bangera,1979-06-01,2,2,0,2020-06-06
845,11,106,10,4,KG2022226535,Mahesh Bai,1996-07-18,1,5,0,2013-01-20
846,11,115,11,9,KG2017478222,Prasad Shetty,1973-09-26,1,7,0,2010-09-14
847,11,108,12,2,KG2016591022,Vinay Nayak,1999-06-27,1,3,0,2019-07-13
848,11,108,10,7,KG2007283247,Shankar Gupta,1975-08-04,1,2,0,2016-12-02
849,11,112,9,11,KG2009911061,Chandrashekar Prasad,1980-02-16,1,1,0,2011-02-20
850,11,109,11,2,KG2021763707,Manoj Patil,1983-10-02,1,8,0,2018-03-17
851,11,111,13,5,KG2006179042,Shankar Devi,1984-04-07,1,7,0,2021-11-12
852,11,116,7,9,KG2009271646,Santosh Naikar,1970-06-05,1,3,0,2020-05-27
853,11,108,11,12,KG2012711161,Surya Desai,1997-04-21,1,8,0,2014-05-20
854,11,111,13,9,KG2012320013,Girish Savanur,1998-07-07,1,5,0,2006-12-14
855,11,111,13,11,KG2007173134,Surya Gupta,1995-10-22,1,2,0,2006-04-16
856,11,114,8,1,KG2009502956,Rashmi Ganiger,1992-05-01,2,2,0,2016-07-20
857,11,115,10,12,KG2016256090,Girish Siddi,1999-08-29,1,1,0,2023-06-20
858,11,108,13,9,KG2016880185,Suma Shankar,1975-12-25,2,6,0,2016-07-10
859,11,112,12,3,KG2012872129,Manoj Kulkarni,1994-03-08,1,2,0,2022-03-11
860,11,113,10,4,KG2017228027,Krishna Poojary,1983-09-04,1,1,0,2019-06-04
861,11,115,13,1,KG2015312844,Mohan Lamani,1985-11-16,1,1,0,2007-05-28
862,11,108,11,1,KG2007554798,Shivanand Nayak,1993-01-26,1,7,0,2008-06-13
863,11,113,9,11,KG2016313824,Ashok Hiremath,1986-05-08,1,3,0,2014-08-10
864,11,110,9,8,KG2009370921,Umesh Shetty,1989-06-20,1,6,0,2005-02-17
865,11,109,9,5,KG2015944765,Santosh Kattimani,1971-06-02,1,4,0,2008-08-06
866,11,116,6,2,KG2009340670,Nagaraj Meti,1987-12-09,1,7,0,2016-04-04
867,11,107,13,3,KG2012054568,Madhu Kumar,2000-06-05,1,7,1,2012-09-03
868,11,106,11,5,KG2012647615,Prakash Angadi,1976-11-03,1,3,0,2021-05-11
869,11,107,13,12,KG2020740778,Girish Nayak,1974-08-16,1,3,0,2020-09-22
870,11,115,12,3,KG2006287165,Srinivas Hiremath,1978-08-15,1,7,0,2008-04-12
871,11,109,9,1,KG2012232549,Sagar Acharya,1985-01-29,1,8,0,2014-07-23
872,11,112,12,5,KG2016746152,Nagesh Prasad,1988-10-02,1,6,0,2010-07-17
873,11,108,9,1,KG2014494989,Siddaraju Swamy,1982-07-27,1,2,0,2018-08-09
874,11,110,8,6,KG2005716138,Manoj Devi,1994-10-02,1,3,0,2022-04-13
875,11,111,13,10,KG2013220236,Nagesh Gupta,1996-03-18,1,2,0,2013-08-13
876,11,108,12,10,KG2011738890,Lakshman Nayak,1989-12-30,1,2,0,2007-03-20
877,11,115,10,12,KG2022755782,Bharath Nayak,1976-11-22,1,3,0,2005-12-25
878,11,114,13,9,KG2008955095,Shilpa Bagewadi,1989-07-25,2,8,0,2006-07-09
879,11,114,13,3,KG2014047653,Chetan Bai,1995-05-26,1,4,0,2006-05-14
880,11,112,12,9,KG2019787196,Sunitha Shetty,1992-11-05,2,7,0,2013-08-13
881,11,110,10,1,KG2005921861,Mahesh Salian,1993-01-01,1,5,0,2015-03-20
882,11,109,10,5,KG2006559485,Ganesh Yadav,1980-09-07,1,1,0,2011-07-19
883,11,110,8,5,KG2011560564,Rekha Gupta,1975-03-19,2,6,0,2005-01-12
884,11,111,10,12,KG2018941974,Nandini Bai,1997-06-06,2,6,1,2011-08-13
885,11,116,13,6,KG2013016399,Vinay Patil,1994-02-08,1,2,0,2019-09-29
886,11,112,8,5,KG2011856527,Parvathi Kambli,1989-11-01,2,6,0,2009-12-13
887,11,115,12,7,KG2016155540,Sachin Angadi,1991-06-28,1,8,0,2007-02-07
888,11,108,13,3,KG2014022070,Shivanand Patil,1983-11-30,1,3,0,2008-08-27
889,11,116,12,2,KG2019953294,Girish Gupta,1998-12-09,1,2,0,2014-01-11
890,11,108,13,1,KG2005115381,Prasad Hosamani,1970-08-11,1,1,0,2022-02-15
891,11,107,10,11,KG2022771890,Rajesh Devi,1985-03-07,1,2,0,2020-11-13
892,11,113,13,8,KG2020162019,Basavaraj Kulkarni,1980-12-08,1,5,0,2006-04-03
893,11,107,9,1,KG2021929518,Anand Devi,1988-08-18,1,1,0,2008-03-07
894,11,106,10,7,KG2012966463,Gopal Murthy,2000-09-13,1,2,0,2013-08-18
895,11,107,10,5,KG2008378005,Mohan Kulkarni,1973-10-21,1,3,0,2005-12-22
