ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
6944,5326,Chetan Prasad,35,3,1,1,1
6945,5327,Priya Shankar,46,13,1,4,2
6946,5328,Rajeshwari Bhat,53,2,1,2,2
6947,5329,Padma Ganiger,35,14,1,4,2
6948,5329,Vishwanath Murthy,46,16,1,4,1
6949,5330,Sachin Desai,42,10,4,2,1
6950,5331,Padma Ganiger,35,14,1,4,2
6951,5332,Ganesh Kulkarni,19,18,2,1,1
6952,5333,Pushpa Rao,43,10,1,2,2
6953,5333,Ramesh Murthy,41,5,1,1,1
6954,5334,Padma Desai,41,11,1,3,2
6955,5335,Manjunath Nayak,37,3,3,1,1
6956,5336,Radha Yadav,26,11,1,2,2
6957,5337,Naveen Siddi,45,5,7,3,1
6958,5338,Madhu Savanur,37,4,1,3,1
6959,5338,Kumaraswamy Nayak,44,16,2,3,3
6960,5339,Nagaraj Bagewadi,20,16,5,2,1
6961,5340,Surya Rao,20,6,1,2,1
6962,5341,Nandini Angadi,27,4,2,3,2
6963,5342,Jagadish Siddi,24,8,2,2,1
6964,5343,Anitha Kattimani,15,6,6,1,2
6965,5343,Mohan Reddy,28,14,1,1,1
6966,5344,Ganesh Bagewadi,51,13,1,5,1
6967,5344,Nagesh Hegde,15,8,1,2,1
6968,5345,Manjunath Bagewadi,25,8,3,3,1
6969,5345,Shivakumar Angadi,33,16,1,3,1
6970,5346,Yashodha Poojary,25,18,1,4,2
6971,5347,Indira Kumar,15,14,1,3,2
6972,5347,Chetan Reddy,15,19,1,1,1
6973,5348,Rashmi Bagewadi,30,19,1,2,2
6974,5348,Shivakumar Raju,21,11,1,1,1
6975,5349,Krishna Acharya,29,20,5,1,1
6976,5350,Lakshmi Siddi,26,16,1,1,2
6977,5351,Roopa Hegde,21,6,1,2,2
6978,5352,Yogesh Kambli,47,2,1,2,1
6979,5352,Nandini Reddy,39,3,1,2,2
6980,5353,Mahesh Joshi,26,5,2,3,1
6981,5353,Hanumanthappa Bangera,15,11,1,3,1
6982,5354,Latha Naik,15,13,2,3,2
6983,5354,Venkatesh Kumari,22,10,2,3,1
6984,5355,Bharath Hegde,24,10,1,2,1
6985,5355,Deepak Salian,30,17,1,3,1
6986,5356,Venkatesh Devi,54,11,2,3,1
6987,5357,Prasad Yadav,24,12,1,2,1
6988,5358,Nagesh Gowda,27,13,1,2,1
6989,5359,Kamala Nayak,30,3,1,3,2
6990,5360,Divya Poojary,23,6,3,1,2
6991,5360,Asha Kattimani,19,1,1,3,2
6992,5361,Anand Desai,31,17,1,2,1
6993,5362,Shivanand Bagewadi,28,2,1,1,1
6994,5362,Siddaraju Bhat,32,16,1,2,1
6995,5363,Shankar Naikar,41,19,1,1,1
6996,5364,Sunitha Kattimani,36,13,4,3,2
6997,5365,Manjunath Patil,24,7,2,1,1
6998,5366,Ramesh Patil,15,17,2,2,1
6999,5367,Darshan Gowda,26,4,1,3,1
7000,5368,Chetan Reddy,15,19,1,1,1
7001,5369,Vishwanath Kumar,38,18,1,2,1
7002,5370,Prakash Raju,24,5,1,5,1
7003,5371,Rajesh Gupta,35,13,4,3,1
7004,5372,Santosh Hegde,39,12,1,3,1
7005,5373,Sneha Savanur,26,15,4,3,2
7006,5374,Arun Bhat,27,13,1,3,1
7007,5375,Chandrashekar Desai,22,15,1,1,1
7008,5376,Rajeshwari Murthy,24,8,1,1,2
7009,5377,Sunitha Salian,31,2,1,4,2
7010,5378,Deepa Bhat,22,4,6,3,2
7011,5379,Vishwanath Kambli,44,8,2,1,1
7012,5380,Rekha Kattimani,50,13,1,2,2
7013,5381,Nagaraj Ganiger,26,17,6,2,1
7014,5381,Jagadish Meti,27,13,2,3,1
7015,5382,Santosh Salian,43,4,1,4,1
7016,5383,Asha Hegde,27,4,1,2,2
7017,5383,Girish Rao,28,6,2,4,1
7018,5384,Kamala Patil,58,13,1,1,2
7019,5384,Nandish Hosamani,30,6,3,3,1
7020,5385,Priya Hiremath,38,20,1,1,2
7021,5386,Yogesh Yadav,39,12,1,2,1
7022,5386,Deepak Poojary,15,12,1,2,1
7023,5387,Darshan Naik,34,13,1,2,1
7024,5388,Arun Angadi,52,18,1,3,1
7025,5388,Ambika Murthy,28,17,1,2,2
7026,5389,Anand Shetty,20,16,1,3,1
7027,5390,Manjunath Lamani,30,10,2,5,1
7028,5391,Shobha Raju,50,5,1,1,2
7029,5392,Radha Patil,23,13,1,3,2
7030,5392,Mahesh Meti,30,17,1,2,1
7031,5393,Pooja Hegde,26,1,1,3,2
7032,5394,Shivanand Bhat,55,6,2,2,1
7033,5395,Harish Hiremath,35,17,1,1,1
7034,5395,Ashok Kumar,38,4,1,1,1
7035,5396,Vasantha Murthy,25,3,2,1,2
7036,5396,Gopal Bagewadi,29,3,1,3,1
7037,5397,Radha Reddy,37,8,3,4,2
7038,5397,Nagesh Poojary,49,6,1,2,1
7039,5398,Shivakumar Siddi,49,13,1,2,1
7040,5399,Manoj Kattimani,55,20,1,2,1
7041,5400,Chetan Bangera,25,19,2,4,1
7042,5401,Arun Shankar,33,19,1,3,1
7043,5401,Nandish Savanur,32,9,1,3,1
7044,5402,Yogesh Desai,19,3,1,5,1
7045,5403,Shilpa Shankar,37,11,3,1,2
7046,5403,Deepak Ganiger,30,11,1,2,1
7047,5404,Divya Acharya,20,16,1,2,2
7048,5405,Hanumanthappa Hosamani,30,15,1,1,1
7049,5405,Prasad Bai,24,16,1,4,1
7050,5406,Kamala Bai,38,16,1,1,2
7051,5407,Latha Angadi,34,19,1,2,2
7052,5408,Naveen Hiremath,24,6,1,1,1
7053,5409,Darshan Hegde,47,3,1,2,1
7054,5410,Gopal Murthy,35,12,1,3,1
7055,5411,Mahesh Bangera,63,2,1,1,1
7056,5412,Bharath Hiremath,30,13,1,1,1
7057,5412,Rashmi Prasad,52,8,1,1,2
7058,5413,Rajesh Angadi,46,19,2,1,1
7059,5414,Prakash Kulkarni,45,13,1,4,1
7060,5415,Surya Kumar,16,3,1,2,1
7061,5415,Vasantha Bangera,44,16,1,3,2
7062,5416,Shankar Reddy,47,12,1,2,1
7063,5417,Surya Meti,51,9,1,1,1
7064,5418,Yogesh Rao,53,18,1,2,1
7065,5419,Umesh Hiremath,39,18,1,5,1
7066,5419,Nandini Desai,17,5,1,2,2
7067,5420,Mahesh Raju,49,11,1,3,1
7068,5421,Sunitha Nayak,31,1,1,2,2
7069,5421,Suma Devi,20,18,1,1,2
7070,5422,Nandish Kattimani,46,1,1,3,1
7071,5423,Manoj Hosamani,15,1,1,3,3
7072,5424,Suma Gowda,38,15,6,2,2
7073,5424,Indira Poojary,35,14,4,2,2
7074,5425,Rajeshwari Siddi,36,6,1,1,3
7075,5426,Pushpa Kambli,44,16,1,2,2
7076,5427,Pavan Nayak,26,10,1,2,1
7077,5428,Manjunath Reddy,54,8,1,2,1
7078,5429,Deepak Naikar,15,8,6,1,1
7079,5430,Harish Bangera,33,2,1,2,1
7080,5431,Rajesh Yadav,39,10,2,5,1
7081,5432,Sneha Savanur,20,14,1,3,2
7082,5433,Harish Kulkarni,34,13,1,3,1
7083,5434,Shivakumar Kambli,48,16,1,2,1
7084,5434,Harish Meti,22,4,5,1,1
7085,5435,Surya Kulkarni,24,9,1,1,1
7086,5436,Darshan Hiremath,38,10,2,3,1
7087,5437,Suresh Joshi,38,15,1,1,1
7088,5437,Pooja Hosamani,28,2,2,3,2
7089,5438,Ashok Nayak,50,1,2,1,1
7090,5439,Jyothi Poojary,43,3,2,2,2
7091,5440,Shobha Joshi,17,14,1,2,2
7092,5440,Vishwanath Patil,55,5,1,1,1
7093,5441,Saraswathi Murthy,21,11,4,3,2
7094,5442,Siddaraju Ganiger,40,2,3,1,1
7095,5443,Vinay Angadi,23,1,1,2,1
7096,5444,Kiran Hegde,40,4,1,1,1
7097,5445,Ambika Gupta,29,16,4,3,2
7098,5446,Manoj Kulkarni,45,6,2,2,3
7099,5447,Siddaraju Shankar,44,16,2,1,1
7100,5447,Arun Patil,15,9,4,2,1
7101,5448,Divya Murthy,46,15,1,1,2
7102,5448,Yashodha Kumar,39,4,2,3,2
7103,5449,Vishwanath Kumar,38,17,1,1,1
7104,5450,Deepa Bagewadi,35,9,1,1,2
7105,5451,Prasad Hegde,30,13,2,1,1
7106,5452,Sharada Savanur,41,16,3,4,2
7107,5453,Anil Raju,16,20,1,5,1
7108,5453,Radha Swamy,23,15,1,5,2
7109,5454,Mahesh Bangera,25,20,1,1,1
7110,5454,Madhu Acharya,29,17,2,2,1
7111,5455,Ramesh Shankar,28,2,1,5,1
7112,5455,Anil Kumari,34,6,7,2,1
7113,5456,Kiran Naik,49,15,2,3,1
7114,5457,Pushpa Kulkarni,35,15,1,2,2
7115,5458,Pushpa Bagewadi,59,12,1,3,2
7116,5458,Asha Naikar,37,2,1,2,2
7117,5459,Savitha Salian,30,8,3,2,2
7118,5460,Sneha Lamani,41,6,1,5,2
7119,5461,Sachin Gowda,33,10,1,2,1
7120,5462,Saraswathi Kambli,40,10,5,5,2
7121,5462,Padma Kumari,40,10,1,5,2
7122,5463,Nandish Kumari,55,10,2,5,1
7123,5463,Nagesh Kattimani,37,11,1,2,1
7124,5464,Ashok Prasad,27,16,3,1,1
7125,5465,Surya Devi,59,17,1,2,1
7126,5466,Ganesh Kattimani,44,7,1,1,1
7127,5467,Surya Hosamani,30,15,1,4,1
7128,5467,Mohan Murthy,31,18,1,5,1
7129,5468,Sharada Hosamani,53,11,1,1,2
7130,5468,Siddaraju Naikar,18,9,1,2,1
7131,5469,Girish Salian,25,14,1,3,1
7132,5470,Mahesh Gupta,57,18,2,4,1
7133,5471,Kumaraswamy Gupta,49,12,1,2,1
7134,5472,Chandrika Kumar,15,3,3,5,2
7135,5473,Deepak Kumar,21,12,1,2,1
7136,5474,Lakshman Nayak,15,15,2,1,1
7137,5475,Umesh Bhat,35,6,1,2,1
7138,5476,Ashok Raju,47,15,1,3,1
7139,5477,Rajesh Lamani,32,5,1,5,1
7140,5478,Shobha Naikar,24,15,2,1,2
7141,5479,Deepa Kattimani,34,9,1,3,2
7142,5480,Bharathi Ganiger,26,7,1,4,2
7143,5481,Sunitha Kattimani,16,3,2,1,2
7144,5482,Shankar Prasad,36,4,1,2,1
7145,5483,Anil Gupta,41,9,1,2,1
7146,5484,Shilpa Joshi,27,4,1,2,2
7147,5485,Rajesh Hegde,15,6,1,1,1
7148,5486,Anil Bhat,23,12,1,1,1
7149,5487,Manjunath Shankar,28,13,1,1,1
7150,5488,Lakshmi Shetty,51,18,1,3,2
7151,5489,Priya Kulkarni,44,14,2,2,2
7152,5490,Anil Devi,34,8,3,1,1
7153,5491,Siddaraju Nayak,42,13,2,4,1
7154,5492,Asha Bhat,52,18,4,4,2
7155,5493,Shobha Swamy,40,4,1,2,2
7156,5493,Nandini Naik,27,19,3,2,2
7157,5494,Vidya Gupta,38,18,1,1,2
7158,5495,Rajesh Naikar,34,10,1,1,1
7159,5496,Hanumanthappa Nayak,36,20,3,3,1
7160,5496,Vasantha Nayak,38,17,2,2,2
7161,5497,Chandrashekar Kattimani,35,1,1,5,1
7162,5498,Jagadish Hegde,26,19,1,1,1
7163,5499,Sagar Bangera,34,11,1,2,1
7164,5500,Venkatesh Bhat,30,8,2,2,1
7165,5501,Harish Naik,26,5,1,1,1
7166,5502,Harish Bhat,36,11,1,2,1
7167,5503,Divya Patil,38,13,3,1,2
7168,5503,Kiran Siddi,26,19,4,3,1
7169,5504,Hanumanthappa Desai,39,7,5,2,1
7170,5504,Anitha Siddi,42,16,1,4,2
7171,5505,Lakshmi Poojary,25,10,1,3,2
7172,5506,Lakshman Bangera,26,9,1,2,1
7173,5507,Hanumanthappa Joshi,33,17,3,2,1
7174,5507,Latha Nayak,15,18,1,3,2
7175,5508,Ganesh Joshi,27,17,1,2,1
7176,5509,Jagadish Shetty,32,18,1,2,1
7177,5509,Siddaraju Desai,26,4,1,1,1
7178,5510,Anil Murthy,36,14,2,3,1
7179,5511,Gopal Desai,15,11,1,1,1
7180,5512,Surya Savanur,37,9,4,3,1
7181,5513,Sneha Kulkarni,27,4,1,2,3
7182,5513,Mahesh Desai,31,6,1,5,1
7183,5514,Asha Kumari,57,8,2,2,2
7184,5515,Pavan Naik,15,2,1,3,1
7185,5516,Manjunath Murthy,41,16,1,5,1
7186,5517,Chandrashekar Murthy,34,12,1,4,1
7187,5517,Lakshmi Bangera,47,3,1,1,2
7188,5518,Hanumanthappa Reddy,43,10,2,1,1
7189,5519,Sharada Kambli,32,12,1,2,2
7190,5520,Asha Hegde,30,2,1,2,2
7191,5520,Vishwanath Acharya,15,1,1,5,1
7192,5521,Geetha Bai,36,11,1,2,2
7193,5522,Radha Swamy,23,15,1,5,2
7194,5523,Pooja Swamy,40,5,1,1,2
7195,5524,Lakshmi Kattimani,36,15,1,2,2
7196,5524,Shilpa Poojary,32,4,2,3,2
7197,5525,Saraswathi Gupta,30,10,1,1,2
7198,5526,Madhu Acharya,29,17,2,2,1
7199,5527,Arun Bhat,39,5,1,2,1
7200,5528,Vinay Siddi,32,16,1,1,1
7201,5528,Vinay Kumar,37,19,4,2,1
7202,5529,Madhu Kulkarni,20,10,1,2,1
7203,5530,Arun Bhat,27,13,1,3,1
7204,5531,Kavitha Siddi,29,2,1,2,2
7205,5531,Sharada Gupta,40,5,2,2,2
7206,5532,Kavitha Raju,19,19,3,4,2
7207,5533,Srinivas Kumar,15,14,3,1,1
7208,5533,Deepak Ganiger,25,9,3,2,1
7209,5534,Deepak Poojary,39,1,1,3,1
7210,5535,Prasad Poojary,30,15,3,4,1
7211,5536,Sunitha Shetty,38,11,7,3,2
7212,5537,Deepa Devi,25,20,2,2,2
7213,5538,Parvathi Bhat,52,16,1,1,2
7214,5538,Kumaraswamy Siddi,24,9,1,4,1
7215,5539,Geetha Shetty,49,13,1,1,2
7216,5540,Darshan Gupta,43,10,1,4,1
7217,5541,Girish Salian,30,10,4,5,1
7218,5542,Bharath Swamy,20,7,1,2,1
7219,5542,Nandish Poojary,25,9,2,1,1
7220,5543,Jyothi Nayak,62,13,1,1,2
7221,5544,Latha Patil,47,8,1,3,2
7222,5544,Ganesh Murthy,43,16,4,1,1
7223,5545,Deepak Savanur,24,18,1,1,1
7224,5546,Girish Kambli,21,18,1,1,1
7225,5547,Priya Hiremath,50,10,2,3,2
7226,5548,Prasad Kumar,26,12,1,2,1
7227,5549,Arun Bai,15,18,2,1,1
7228,5550,Krishna Salian,27,20,1,1,1
7229,5551,Indira Kulkarni,51,14,1,1,2
7230,5551,Shivakumar Patil,31,17,3,2,1
7231,5552,Kumaraswamy Hegde,30,9,5,2,1
7232,5553,Naveen Desai,22,14,1,2,1
7233,5553,Basavaraj Ganiger,31,12,1,3,1
7234,5554,Renuka Hiremath,30,16,2,1,2
7235,5555,Lakshman Kulkarni,25,3,1,4,1
7236,5556,Shivakumar Hegde,22,12,5,2,1
7237,5557,Anil Ganiger,32,7,1,1,1
7238,5557,Rekha Swamy,29,4,2,1,2
7239,5558,Nagesh Yadav,23,15,1,1,3
7240,5558,Chetan Bangera,21,16,2,4,1
7241,5559,Savitha Kumar,20,19,2,3,2
7242,5560,Nandini Savanur,46,13,1,2,2
7243,5561,Ganesh Siddi,42,7,1,2,1
7244,5562,Ashok Hiremath,55,6,4,3,1
7245,5563,Rajesh Gupta,28,6,1,3,1
7246,5564,Girish Bai,28,16,2,2,1
7247,5565,Anitha Shetty,28,1,1,1,2
7248,5565,Deepak Meti,30,5,1,3,1
7249,5566,Lakshman Angadi,15,5,1,4,1
7250,5567,Renuka Kambli,20,15,5,1,2
7251,5568,Harish Devi,15,1,1,2,1
7252,5569,Mangala Gupta,15,1,1,2,3
7253,5569,Anil Lamani,37,9,1,2,1
7254,5570,Pavan Bhat,19,20,1,1,1
7255,5571,Naveen Meti,15,17,1,2,1
7256,5572,Ramesh Salian,48,12,1,2,1
7257,5573,Suma Bhat,31,6,1,2,2
7258,5574,Srinivas Siddi,22,14,1,2,1
7259,5574,Vinay Bangera,24,19,1,1,1
7260,5575,Bharath Rao,17,13,1,1,1
7261,5576,Madhu Shankar,32,20,1,2,1
7262,5577,Lakshman Ganiger,36,19,1,2,1
7263,5578,Venkatesh Kattimani,35,4,2,1,1
7264,5579,Chandrika Poojary,49,11,1,1,2
7265,5579,Vishwanath Patil,55,5,1,1,1
7266,5580,Srinivas Siddi,22,13,1,3,1
7267,5581,Nandish Poojary,25,9,2,1,1
7268,5582,Rajeshwari Angadi,23,19,2,1,2
7269,5583,Santosh Shetty,28,16,1,2,1
7270,5583,Girish Savanur,31,6,4,2,1
7271,5584,Indira Naik,47,4,2,2,2
7272,5584,Prasad Gowda,30,3,1,3,1
7273,5585,Vasantha Angadi,43,16,5,3,2
7274,5585,Chandrashekar Gupta,40,19,2,2,1
7275,5586,Vidya Gupta,38,18,1,1,2
7276,5587,Jagadish Patil,21,2,1,4,1
7277,5588,Madhu Prasad,51,16,2,2,1
7278,5588,Kiran Kumari,24,10,6,1,1
7279,5589,Basavaraj Bhat,32,17,1,1,1
7280,5590,Harish Kattimani,24,20,1,2,1
7281,5591,Divya Poojary,36,14,1,2,2
7282,5592,Vasantha Reddy,41,16,1,3,2
7283,5593,Suresh Nayak,35,1,1,1,1
7284,5594,Meena Angadi,45,9,4,1,2
7285,5595,Siddaraju Murthy,22,11,3,3,1
7286,5596,Lakshmi Bagewadi,40,17,1,1,2
7287,5596,Srinivas Lamani,15,18,1,3,1
7288,5597,Kamala Nayak,39,5,2,3,2
7289,5598,Sagar Murthy,34,16,1,3,1
7290,5599,Surya Raju,24,7,1,2,1
7291,5600,Hanumanthappa Reddy,43,10,2,1,1
7292,5600,Siddaraju Ganiger,40,2,3,1,1
7293,5601,Girish Kulkarni,28,4,1,1,1
7294,5602,Shobha Nayak,29,12,1,4,2
7295,5602,Anitha Prasad,15,17,2,2,2
7296,5603,Manoj Angadi,39,9,2,4,1
7297,5604,Swathi Bai,18,2,2,4,2
7298,5605,Ravi Kambli,60,9,1,1,1
7299,5606,Srinivas Naikar,51,2,3,4,1
7300,5607,Manoj Reddy,20,11,1,1,1
7301,5608,Priya Kumari,25,13,1,5,2
7302,5608,Pooja Hegde,26,1,1,3,2
7303,5609,Shobha Angadi,27,19,1,4,2
7304,5610,Surya Naikar,56,12,1,3,1
7305,5611,Shivakumar Kattimani,44,6,2,3,1
7306,5611,Padma Murthy,38,2,1,4,2
7307,5612,Rekha Devi,15,7,1,1,2
7308,5613,Kamala Nayak,15,8,1,1,2
7309,5614,Shivanand Acharya,22,11,1,2,1
7310,5615,Pushpa Bangera,32,13,1,1,2
7311,5615,Sunitha Acharya,25,10,1,2,2
7312,5616,Gopal Kattimani,32,13,1,1,1
7313,5617,Ramesh Poojary,34,5,1,1,1
7314,5617,Yashodha Salian,38,16,1,2,2
7315,5618,Shivanand Kattimani,17,13,1,1,1
7316,5619,Santosh Poojary,44,2,1,1,1
7317,5620,Divya Gupta,27,16,3,2,2
7318,5621,Meena Joshi,44,14,6,5,2
7319,5621,Jagadish Swamy,43,4,3,2,1
7320,5622,Nandish Devi,32,9,1,1,1
7321,5623,Roopa Raju,39,20,3,1,2
7322,5623,Girish Lamani,16,15,1,1,1
7323,5624,Nagaraj Angadi,44,20,1,1,1
7324,5625,Bharathi Swamy,32,5,1,2,2
7325,5625,Parvathi Prasad,24,4,1,2,2
7326,5626,Ashok Shetty,25,14,1,1,1
7327,5626,Shobha Patil,37,20,1,1,2
7328,5627,Radha Swamy,42,20,3,1,2
7329,5628,Mahesh Raju,59,8,1,2,1
7330,5628,Ravi Desai,43,17,5,4,1
7331,5629,Mahesh Shetty,43,18,1,2,1
7332,5630,Santosh Angadi,31,16,1,4,1
7333,5630,Kavitha Naik,25,7,1,1,2
7334,5631,Shankar Desai,48,2,1,3,1
7335,5632,Rajesh Joshi,28,18,1,5,1
7336,5633,Deepak Raju,39,3,1,2,1
7337,5634,Suma Kattimani,18,9,2,3,2
7338,5635,Surya Ganiger,22,15,1,1,1
7339,5636,Lakshmi Savanur,24,6,1,2,2
7340,5637,Krishna Nayak,15,10,1,2,1
7341,5637,Gopal Lamani,28,8,1,1,1
7342,5638,Deepak Ganiger,25,9,3,2,1
7343,5639,Nandini Shetty,15,20,1,2,2
7344,5639,Kiran Naikar,47,3,1,1,1
7345,5640,Meena Kumar,15,5,1,4,2
7346,5641,Krishna Acharya,33,7,4,2,1
7347,5642,Nagesh Kambli,30,4,1,1,1
7348,5642,Manjunath Bagewadi,31,3,1,5,1
7349,5643,Renuka Yadav,15,1,1,3,2
7350,5644,Siddaraju Prasad,21,12,2,1,1
7351,5645,Shivakumar Hosamani,37,3,2,3,1
7352,5645,Nandish Bai,18,11,3,4,1
7353,5646,Sagar Murthy,26,5,1,1,1
7354,5647,Swathi Gowda,28,5,1,5,2
7355,5648,Anil Rao,19,20,1,2,1
7356,5649,Jagadish Kulkarni,16,15,1,2,1
7357,5650,Bharathi Siddi,41,7,1,4,2
7358,5651,Santosh Bangera,44,19,3,1,1
7359,5652,Girish Salian,39,3,1,3,1
7360,5653,Shivakumar Kambli,48,16,1,2,1
7361,5653,Manjunath Angadi,21,7,1,1,1
7362,5654,Asha Siddi,15,16,1,2,2
7363,5655,Gopal Joshi,46,11,2,3,1
7364,5656,Pooja Reddy,35,11,1,2,2
7365,5657,Vinay Shankar,24,13,2,5,1
7366,5657,Santosh Angadi,25,12,4,2,1
7367,5658,Suma Yadav,22,7,1,2,2
7368,5659,Venkatesh Joshi,30,13,2,2,1
7369,5660,Pavan Kambli,30,7,3,2,1
7370,5661,Anand Rao,41,11,1,1,1
7371,5661,Kiran Kulkarni,29,11,2,5,1
7372,5662,Ramesh Bai,21,5,1,4,1
7373,5663,Sagar Prasad,49,14,2,1,1
7374,5664,Lakshman Kumari,46,11,1,1,1
7375,5665,Vidya Gupta,38,18,1,1,2
7376,5666,Padma Kumari,24,13,4,1,2
7377,5666,Radha Nayak,15,13,1,1,2
7378,5667,Nandini Kambli,31,6,1,2,2
7379,5667,Chetan Bagewadi,26,15,1,5,1
7380,5668,Nandish Kumari,55,10,2,5,1
7381,5669,Mangala Bagewadi,40,11,1,5,2
7382,5670,Santosh Hiremath,23,12,1,3,1
7383,5671,Surya Raju,21,19,5,5,1
7384,5672,Pushpa Bangera,32,13,1,1,2
7385,5673,Shivakumar Angadi,16,7,1,2,1
7386,5674,Ashok Kumar,31,19,4,2,1
7387,5675,Ashok Shankar,22,10,1,1,1
7388,5676,Arun Angadi,25,5,1,1,1
7389,5676,Bharathi Siddi,41,7,1,4,2
7390,5677,Vidya Nayak,23,15,1,2,2
7391,5678,Madhu Kulkarni,33,13,1,4,1
7392,5679,Ramesh Desai,34,12,1,1,1
7393,5679,Jagadish Bagewadi,15,1,1,1,1
7394,5680,Shilpa Raju,20,12,3,1,2
7395,5680,Umesh Devi,42,12,1,3,1
7396,5681,Renuka Rao,24,16,1,5,2
7397,5681,Chandrika Murthy,32,14,1,4,2
7398,5682,Sagar Yadav,29,2,1,2,1
7399,5682,Girish Shetty,50,7,1,1,1
7400,5683,Hanumanthappa Rao,27,10,2,1,1
7401,5684,Anand Hiremath,35,11,1,4,1
7402,5685,Bharath Siddi,15,8,3,2,1
7403,5686,Ganesh Bagewadi,33,19,2,1,1
7404,5687,Parvathi Murthy,49,12,1,2,2
7405,5688,Priya Siddi,45,5,1,5,2
7406,5689,Girish Joshi,30,16,1,5,1
7407,5689,Ganesh Murthy,45,15,2,5,1
7408,5690,Yashodha Reddy,24,9,2,3,2
7409,5691,Madhu Naikar,21,14,1,1,1
7410,5692,Venkatesh Bai,28,14,1,2,1
7411,5692,Deepa Naikar,18,10,1,1,2
7412,5693,Priya Meti,39,12,1,3,2
7413,5694,Bharathi Gupta,15,8,1,5,2
7414,5695,Jagadish Naik,33,11,1,1,1
7415,5695,Srinivas Shetty,26,10,2,3,1
7416,5696,Asha Acharya,27,12,1,3,2
7417,5697,Srinivas Kumar,28,20,4,1,1
7418,5698,Bharathi Savanur,26,12,1,1,2
7419,5699,Shilpa Bangera,34,14,2,2,2
7420,5699,Priya Kattimani,28,11,1,3,2
7421,5700,Santosh Gowda,15,14,1,5,1
7422,5701,Sunitha Bangera,54,5,2,2,2
7423,5702,Harish Hiremath,35,17,1,1,1
7424,5703,Sneha Bai,18,4,4,1,2
7425,5704,Shobha Raju,50,5,1,1,2
7426,5704,Ravi Yadav,15,20,2,1,1
7427,5705,Mahesh Patil,39,6,1,2,1
7428,5705,Kumaraswamy Hiremath,20,19,1,5,1
7429,5706,Shankar Savanur,27,15,1,1,1
7430,5707,Bharath Prasad,25,11,1,1,1
7431,5707,Deepa Naikar,41,8,2,1,2
7432,5708,Indira Devi,23,13,2,1,2
7433,5708,Anil Lamani,37,9,1,2,1
7434,5709,Prasad Hosamani,36,5,1,1,1
7435,5709,Harish Nayak,39,16,1,5,1
7436,5710,Indira Gowda,19,9,1,4,2
7437,5711,Ambika Prasad,32,7,1,4,2
7438,5711,Girish Nayak,15,3,2,2,1
7439,5712,Bharathi Bangera,15,1,1,1,2
7440,5713,Rajesh Hegde,34,17,2,4,1
7441,5714,Surya Patil,70,18,1,1,1
7442,5715,Shivanand Savanur,15,19,1,2,1
7443,5715,Anand Yadav,33,10,1,3,1
7444,5716,Shivanand Bangera,41,17,1,1,1
7445,5717,Pooja Acharya,25,7,7,1,2
7446,5717,Radha Yadav,26,11,1,2,2
7447,5718,Chetan Murthy,33,11,1,2,1
7448,5718,Mohan Angadi,40,12,2,3,1
7449,5719,Sneha Swamy,26,1,1,1,2
7450,5720,Jyothi Savanur,25,11,1,2,2
7451,5720,Nandish Hegde,34,1,1,4,1
7452,5721,Naveen Lamani,26,9,2,1,1
7453,5722,Ganesh Naik,15,7,1,2,1
7454,5723,Lakshman Desai,30,13,1,1,3
7455,5723,Arun Shankar,33,19,1,3,1
7456,5724,Lakshman Desai,30,13,1,1,3
7457,5724,Sagar Bagewadi,33,5,1,4,1
7458,5725,Yogesh Raju,34,15,1,2,1
7459,5726,Vishwanath Siddi,19,2,2,1,1
7460,5727,Parvathi Savanur,36,7,1,1,2
7461,5727,Sachin Lamani,15,20,1,5,1
7462,5728,Chandrika Gupta,15,12,1,5,2
7463,5728,Roopa Prasad,61,11,1,2,3
7464,5729,Renuka Naik,22,7,2,2,2
7465,5729,Krishna Acharya,33,7,4,2,1
7466,5730,Sharada Kattimani,15,3,1,2,2
7467,5731,Gopal Kulkarni,24,13,1,2,1
7468,5732,Sharada Bangera,36,5,1,3,2
7469,5733,Harish Yadav,29,20,1,1,1
7470,5733,Sachin Meti,33,15,1,3,1
7471,5734,Shivanand Ganiger,43,13,1,1,1
7472,5735,Anil Yadav,15,15,1,4,1
7473,5735,Nandini Prasad,45,3,1,2,2
7474,5736,Kumaraswamy Meti,44,3,1,2,1
7475,5736,Umesh Lamani,36,1,1,2,1
7476,5737,Divya Rao,40,2,3,2,2
7477,5738,Nandish Shetty,26,1,3,2,1
7478,5738,Arun Bai,34,14,1,1,1
7479,5739,Latha Patil,47,8,1,3,2
7480,5740,Sunitha Savanur,21,17,2,3,2
7481,5740,Manoj Kattimani,46,20,1,2,1
7482,5741,Shivanand Ganiger,35,19,1,4,1
7483,5741,Anil Bangera,26,16,3,4,1
7484,5742,Kamala Bai,41,3,1,1,2
7485,5743,Chetan Desai,46,16,2,3,1
7486,5744,Rajesh Lamani,32,5,1,5,1
7487,5745,Yashodha Shankar,41,18,3,3,2
7488,5746,Kamala Lamani,53,16,3,1,2
7489,5747,Ganesh Nayak,60,14,1,1,1
7490,5748,Ramesh Desai,34,12,1,1,1
7491,5749,Rashmi Angadi,21,7,1,1,2
7492,5750,Umesh Savanur,48,8,2,2,1
